subbasn,ar_sqkm,grd_cells,gen_flux,out_flux,ret_final,method
4849.0,4048.468391,3,17296.6701074,8334.0940629,,Masked (Endorheic)
4850.0,211223.5055,140,13261394.606069518,315806.50238996,,Masked (Endorheic)
4851.0,23901.87819,24,122662.848133912,23340.007655102,0.809722275243262,Calculated
4852.0,2024.234195,1,4518.18702782,4518.18702782,0.75,Fixed (Size <= 4 Grids)
4853.0,10039.63027,5,36053.41994421,4923.0163836,0.863452166501319,Calculated
4854.0,4028.122719,4,5746.159402362,1277.309138247,0.777710806678639,Calculated
4855.0,2024.234195,2,1161.0161298,1161.0161298,0.75,Fixed (Size <= 4 Grids)
4856.0,2024.234195,1,821.38172985,821.38172985,0.75,Fixed (Size <= 4 Grids)
4857.0,2003.888523,2,1013.326877,1013.326877,0.75,Fixed (Size <= 4 Grids)
4858.0,2003.888523,2,4912.0933004,4912.0933004,0.75,Fixed (Size <= 4 Grids)
4859.0,2003.888523,1,11689.411063539,11689.411063539,0.75,Fixed (Size <= 4 Grids)
4860.0,2003.888523,1,3803.31529904,3803.31529904,0.75,Fixed (Size <= 4 Grids)
4861.0,3987.273355,7,6760.347306940001,1722.01461183,0.745277197509923,Calculated
4862.0,2003.888523,3,1550.5381870800002,1550.5381870800002,0.75,Fixed (Size <= 4 Grids)
4863.0,2003.888523,2,7332.0893159,7332.0893159,0.75,Fixed (Size <= 4 Grids)
4864.0,3987.273355,5,44292.758719254,31802.0915939,0.282002464658502,Calculated
4865.0,5949.997952,4,6651.174729604,3449.605340284,0.48135397421902,Calculated
4866.0,2003.888523,1,0.0,0.0,0.75,Fixed (Size <= 4 Grids)
4867.0,2003.888523,2,579.665074,579.665074,0.75,Fixed (Size <= 4 Grids)
4868.0,2003.888523,2,1179.7835955,1179.7835955,0.75,Fixed (Size <= 4 Grids)
4869.0,2003.888523,1,1383.95896402,1383.95896402,0.75,Fixed (Size <= 4 Grids)
4870.0,2003.888523,1,341.14827763,341.14827763,0.75,Fixed (Size <= 4 Grids)
4871.0,2003.888523,1,178.112422168,178.112422168,0.75,Fixed (Size <= 4 Grids)
4872.0,4007.777047,4,1803.885756033,794.5106985799999,0.559555977465424,Calculated
4873.0,2003.888523,2,2073.583823988,2073.583823988,0.75,Fixed (Size <= 4 Grids)
4874.0,6052.356914,5,4894.821599344,1869.3265426,0.618101190276163,Calculated
4875.0,2003.888523,1,1149.62838051,1149.62838051,0.75,Fixed (Size <= 4 Grids)
4876.0,2003.888523,1,1181.26929536,1181.26929536,0.75,Fixed (Size <= 4 Grids)
4877.0,2003.888523,2,845.76510477,845.76510477,0.75,Fixed (Size <= 4 Grids)
4878.0,2003.888523,2,673.6889338,673.6889338,0.75,Fixed (Size <= 4 Grids)
4879.0,2003.888523,1,318962.21718959,318962.21718959,0.75,Fixed (Size <= 4 Grids)
4880.0,2003.888523,3,18795.96446299,18795.96446299,0.75,Fixed (Size <= 4 Grids)
4881.0,4007.777047,2,1274.509129636,0.0,,Masked (Endorheic)
4882.0,10060.13396,5,4247.014199876,1402.15998262,,Masked (Endorheic)
4883.0,2003.888523,2,19363.78481083,19363.78481083,0.75,Fixed (Size <= 4 Grids)
4884.0,2003.888523,1,2007.52920274,2007.52920274,0.75,Fixed (Size <= 4 Grids)
4885.0,2003.888523,2,441.9513354,441.9513354,0.75,Fixed (Size <= 4 Grids)
4886.0,2003.888523,1,0.0,0.0,0.75,Fixed (Size <= 4 Grids)
4887.0,1983.384832,4,4707.0306608,4707.0306608,0.75,Fixed (Size <= 4 Grids)
4888.0,1983.384832,4,5092.97247412,5092.97247412,0.75,Fixed (Size <= 4 Grids)
4889.0,3987.273355,2,20519.87109347,12268.90314141,0.402096480746689,Calculated
4890.0,1983.384832,2,3243.57793158,3243.57793158,0.75,Fixed (Size <= 4 Grids)
4891.0,3946.109429,12,25522.169333343,2962.010271883,0.883943632173409,Calculated
4892.0,9708.778863,8,15142.979531732,4572.099034293,0.698071371970609,Calculated
4893.0,21149.4854,16,48179.207944254,12336.17304479,0.74395234850968,Calculated
4894.0,3946.109429,8,2792.45306604,935.25057342,0.665079214833041,Calculated
4895.0,3946.109429,12,3124.4066295499997,1175.04268926,0.623914928951089,Calculated
4896.0,11650.68817,20,10113.111832001,2276.96527898,0.774850182930344,Calculated
4897.0,5888.018741,10,18773.91008375,7200.50172327,0.616462330375041,Calculated
4898.0,3946.109429,8,9410.397119063,6024.368167213,0.35981785986383,Calculated
4899.0,15450.17697,15,24041.497589226,3124.79110575,0.87002510579248,Calculated
4900.0,3946.109429,4,1444.954990842,1033.030464724,0.285077755866959,Calculated
4901.0,11671.80902,10,9643.619602733,2518.24384846,0.738869433656806,Calculated
4902.0,17371.26793,21,36496.533680481,10458.830864999,0.713429473698414,Calculated
4903.0,3946.109429,12,2986.388643568,1950.38975297,0.346906921451535,Calculated
4904.0,11692.62431,19,12549.198080227,2253.22484805,0.820448698502873,Calculated
4905.0,1983.384832,4,4157.90771015,4157.90771015,0.75,Fixed (Size <= 4 Grids)
4906.0,24928.00383,29,90277.655566595,1498.2460596,0.983404021181135,Calculated
4907.0,3966.769664,6,540.978228208,206.26174823,0.61872449301103,Calculated
4908.0,1983.384832,4,955.83114936,955.83114936,0.75,Fixed (Size <= 4 Grids)
4909.0,1983.384832,4,454.401057498,454.401057498,0.75,Fixed (Size <= 4 Grids)
4910.0,1983.384832,4,414.9666859,414.9666859,0.75,Fixed (Size <= 4 Grids)
4911.0,1983.384832,4,3635.4409398,3635.4409398,0.75,Fixed (Size <= 4 Grids)
4912.0,1983.384832,2,1251.27501145,1251.27501145,0.75,Fixed (Size <= 4 Grids)
4913.0,3946.109429,4,12732.788134605,1469.507293695,0.884588726509853,Calculated
4914.0,1983.384832,2,721.386280935,721.386280935,0.75,Fixed (Size <= 4 Grids)
4915.0,3987.273355,7,11797.3424615,1390.8655484,0.882103486192843,Calculated
4916.0,7974.54671,7,250901.740584397,113431.926950397,0.547902989089702,Calculated
4917.0,102070.5579,59,386022.90898276103,507.663490324,,Masked (Endorheic)
4918.0,10039.63027,8,104.382492152,18.78960498,,Masked (Endorheic)
4919.0,3987.273355,4,50.992675948,0.0,,Masked (Endorheic)
4920.0,1983.384832,2,0.0,0.0,,Masked (Endorheic)
4921.0,5950.154495,6,43497.8320182,17399.164095,,Masked (Endorheic)
4922.0,67700.06241,45,2472754.37032709,490446.8682177,,Masked (Endorheic)
4923.0,42202.94146,23,3258634.45459727,51374.73470418,,Masked (Endorheic)
4924.0,1983.384832,4,17.6250344,17.6250344,0.75,Fixed (Size <= 4 Grids)
4925.0,1983.384832,2,1737.26678771,1737.26678771,0.75,Fixed (Size <= 4 Grids)
4926.0,3966.769664,6,7332.096771862,3281.288005462,0.552476173247682,Calculated
4927.0,1983.384832,2,1804.041002,1804.041002,0.75,Fixed (Size <= 4 Grids)
4928.0,1983.384832,2,4294.964091100001,4294.964091100001,0.75,Fixed (Size <= 4 Grids)
4929.0,1983.384832,4,0.0,0.0,0.75,Fixed (Size <= 4 Grids)
4930.0,1962.724597,9,1833.48413032,1833.48413032,0.7457,Size Mean (Size 9)
4931.0,1962.724597,6,5146.9636008,5146.9636008,0.6664,Size Mean (Size 6)
4932.0,5929.494261,9,25910.960323826,2675.465965076,0.896743851573273,Calculated
4933.0,3904.633909,7,20349.00729287,3423.29322137,0.83177099638814,Calculated
4934.0,1962.724597,3,5960.808379381,5960.808379381,0.75,Fixed (Size <= 4 Grids)
4935.0,7746.514878,7,21929.17427102,5555.6318551800005,0.746655674923341,Calculated
4936.0,1962.724597,3,8184.45767401,8184.45767401,0.75,Fixed (Size <= 4 Grids)
4937.0,7767.483706,10,25113.091748292,12099.040794133,0.518217791922976,Calculated
4938.0,1962.724597,3,1977.92629994,1977.92629994,0.75,Fixed (Size <= 4 Grids)
4939.0,1962.724597,3,66.22378462,66.22378462,0.75,Fixed (Size <= 4 Grids)
4940.0,1962.724597,9,199.838687772,199.838687772,0.7457,Size Mean (Size 9)
4941.0,1962.724597,6,285.50337666,285.50337666,0.6664,Size Mean (Size 6)
4942.0,1962.724597,6,1313.501096821,1313.501096821,0.6664,Size Mean (Size 6)
4943.0,1962.724597,6,332.66070518000004,332.66070518000004,0.6664,Size Mean (Size 6)
4944.0,1962.724597,3,2505.1133006,2505.1133006,0.75,Fixed (Size <= 4 Grids)
4945.0,1962.724597,6,1407.8091215220002,1407.8091215220002,0.6664,Size Mean (Size 6)
4946.0,1962.724597,6,1082.24794759,1082.24794759,0.6664,Size Mean (Size 6)
4947.0,1962.724597,6,4156.1304232,4156.1304232,0.6664,Size Mean (Size 6)
4948.0,3904.633909,8,14003.326909553,9711.203489183,0.3065074069964,Calculated
4949.0,3904.633909,8,9982.568929801,1123.391409401,0.887464697984971,Calculated
4950.0,1962.724597,3,1921.6201121,1921.6201121,0.75,Fixed (Size <= 4 Grids)
4951.0,1962.724597,3,432.927404655,432.927404655,0.75,Fixed (Size <= 4 Grids)
4952.0,1962.724597,3,602.73476638,602.73476638,0.75,Fixed (Size <= 4 Grids)
4953.0,1962.724597,3,266.32755665,266.32755665,0.75,Fixed (Size <= 4 Grids)
4954.0,1962.724597,6,10524.9082988,10524.9082988,0.6664,Size Mean (Size 6)
4955.0,1962.724597,6,27788.480449,27788.480449,0.6664,Size Mean (Size 6)
4956.0,1962.724597,6,0.475430488,0.475430488,,Masked (Endorheic)
4957.0,1962.724597,6,0.813596586,0.813596586,,Masked (Endorheic)
4958.0,1962.724597,6,151.2192091,151.2192091,0.6664,Size Mean (Size 6)
4959.0,1962.724597,3,1642.67378985,1642.67378985,0.75,Fixed (Size <= 4 Grids)
4960.0,3925.449194,9,3951.498621378,1075.543569478,0.727813755606746,Calculated
4961.0,1962.724597,3,2663.6308378000003,2663.6308378000003,0.75,Fixed (Size <= 4 Grids)
4962.0,1962.724597,6,5036.88702,5036.88702,0.6664,Size Mean (Size 6)
4963.0,1962.724597,6,0.0,0.0,0.6664,Size Mean (Size 6)
4964.0,1941.909312,4,145.48179034999998,145.48179034999998,0.75,Fixed (Size <= 4 Grids)
4965.0,3883.818624,6,9596.31516581,4422.99746871,0.539094184352305,Calculated
4966.0,1941.909312,2,4307.007095809001,4307.007095809001,0.75,Fixed (Size <= 4 Grids)
4967.0,41995.22283,31,25794.046777169,2341.963917434,0.909205254310582,Calculated
4968.0,138586.7907,94,229576.949125411,30584.603472853,0.866778421834739,Calculated
4969.0,11525.33887,8,23798.665833421,5664.998929321,0.761961491077978,Calculated
4970.0,3862.849796,3,2635.1042692,972.51414407,0.630939027560663,Calculated
4971.0,9583.429556,10,19494.986427408,340.331508366,0.982542613731317,Calculated
4972.0,1941.909312,6,98.55563099,98.55563099,0.6664,Size Mean (Size 6)
4973.0,1941.909312,4,173.146256739,173.146256739,0.75,Fixed (Size <= 4 Grids)
4974.0,1941.909312,4,1199.40463078,1199.40463078,0.75,Fixed (Size <= 4 Grids)
4975.0,1941.909312,4,1141.39266312,1141.39266312,0.75,Fixed (Size <= 4 Grids)
4976.0,1941.909312,4,0.0,0.0,0.75,Fixed (Size <= 4 Grids)
4977.0,3904.633909,5,4882.386614148,49.381884298,0.989885707912826,Calculated
4978.0,3862.849796,3,13493.370654655,5846.80044836,0.566690888585133,Calculated
4979.0,3883.818624,6,25513.578678788,14419.912853338,0.434814181307826,Calculated
4980.0,3883.818624,4,18391.861979871,4330.12678766,0.764562892414095,Calculated
4981.0,1941.909312,6,1788.09644807,1788.09644807,0.6664,Size Mean (Size 6)
4982.0,1941.909312,4,9833.527670204,9833.527670204,0.75,Fixed (Size <= 4 Grids)
4983.0,1941.909312,4,6578.400963759,6578.400963759,0.75,Fixed (Size <= 4 Grids)
4984.0,23531.41473,25,2178316.199789085,12695.219197964,0.994172003495547,Calculated
4985.0,21443.80144,23,7755.910406776,535.206951562,,Masked (Endorheic)
4986.0,21568.69013,22,7006.3178108659995,231.9764382,,Masked (Endorheic)
4987.0,15845.63572,18,2035.771613909,6.925924911999999,,Masked (Endorheic)
4988.0,5825.727936,6,1592.587857965,0.0,,Masked (Endorheic)
4989.0,3883.818624,6,237.575872329,141.40146749,,Masked (Endorheic)
4990.0,1941.909312,4,227.49816558,227.49816558,0.75,Fixed (Size <= 4 Grids)
4991.0,1941.909312,2,814.776047134,814.776047134,0.75,Fixed (Size <= 4 Grids)
4992.0,1941.909312,2,3946.13684566,3946.13684566,0.75,Fixed (Size <= 4 Grids)
4993.0,1941.909312,4,2774.5167718,2774.5167718,0.75,Fixed (Size <= 4 Grids)
4994.0,1941.909312,4,1310.9102499,1310.9102499,0.75,Fixed (Size <= 4 Grids)
4995.0,1920.940484,4,1257.5930607,1257.5930607,0.75,Fixed (Size <= 4 Grids)
4996.0,1920.940484,4,1037.430767,1037.430767,0.75,Fixed (Size <= 4 Grids)
4997.0,1920.940484,2,2259.381856,2259.381856,0.75,Fixed (Size <= 4 Grids)
4998.0,1920.940484,6,312.67027588,312.67027588,0.6664,Size Mean (Size 6)
4999.0,1920.940484,4,283.742786016,283.742786016,0.75,Fixed (Size <= 4 Grids)
5000.0,1920.940484,4,6113.05786235,6113.05786235,0.75,Fixed (Size <= 4 Grids)
5001.0,3841.880969,4,27281.349675689,19915.215553489,0.270006220724634,Calculated
5002.0,1920.940484,4,70.016888582,70.016888582,0.75,Fixed (Size <= 4 Grids)
5003.0,1920.940484,2,0.0,0.0,0.75,Fixed (Size <= 4 Grids)
5004.0,1920.940484,2,164.039354142,164.039354142,0.75,Fixed (Size <= 4 Grids)
5005.0,11525.64291,12,2162.796246404,213.68828547,0.901198142994149,Calculated
5006.0,1920.940484,4,2125.35721776,2125.35721776,0.75,Fixed (Size <= 4 Grids)
5007.0,1920.940484,4,370.216271112,370.216271112,0.75,Fixed (Size <= 4 Grids)
5008.0,1920.940484,4,23.06905068,23.06905068,0.75,Fixed (Size <= 4 Grids)
5009.0,1920.940484,2,76.89619449,76.89619449,0.75,Fixed (Size <= 4 Grids)
5010.0,1920.940484,4,1367.6370111,1367.6370111,0.75,Fixed (Size <= 4 Grids)
5011.0,1920.940484,4,5652.58628023,5652.58628023,0.75,Fixed (Size <= 4 Grids)
5012.0,1920.940484,4,19809.5434015,19809.5434015,0.75,Fixed (Size <= 4 Grids)
5013.0,1920.940484,2,23623.3222627,23623.3222627,0.75,Fixed (Size <= 4 Grids)
5014.0,1920.940484,2,5038.477337043,5038.477337043,0.75,Fixed (Size <= 4 Grids)
5015.0,5720.579759,6,93369.19867625,364.24027105,0.996098924739485,Calculated
5016.0,1920.940484,4,2135.0861009,2135.0861009,0.75,Fixed (Size <= 4 Grids)
5017.0,1920.940484,2,6362.552804800001,6362.552804800001,0.75,Fixed (Size <= 4 Grids)
5018.0,1920.940484,2,20135.6182311,20135.6182311,0.75,Fixed (Size <= 4 Grids)
5019.0,9583.429556,12,53496.430151433,11319.187581743,0.788412281909248,Calculated
5020.0,11377.49602,15,268007.840072225,127846.348224215,0.522975342102821,Calculated
5021.0,15409.46153,14,176354.063673858,6014.103835158,0.96589756022702,Calculated
5022.0,1920.940484,6,959.61164666,959.61164666,0.6664,Size Mean (Size 6)
5023.0,37451.11144,42,43713359.18745042,61.902038336,0.999998583910285,Calculated
5024.0,5762.821453,6,146.898494049,0.0,,Masked (Endorheic)
5025.0,1920.940484,4,0.0,0.0,,Masked (Endorheic)
5026.0,5762.821453,6,38.658710425,0.0,,Masked (Endorheic)
5027.0,3841.880969,6,6.539791451999999,2.554676485,,Masked (Endorheic)
5028.0,1920.940484,4,720.90774229,720.90774229,0.75,Fixed (Size <= 4 Grids)
5029.0,1920.940484,2,181.1265538,181.1265538,0.75,Fixed (Size <= 4 Grids)
5030.0,3841.880969,4,2248.470131959,516.916493189,0.770103019897075,Calculated
5031.0,7746.514878,7,24238.557942279,4570.321225819001,0.811444177632076,Calculated
5032.0,3841.880969,6,13993.86860476,9304.58469986,0.335095607751022,Calculated
5033.0,1920.940484,4,5443.010296441,5443.010296441,0.75,Fixed (Size <= 4 Grids)
5034.0,1920.940484,2,1220.251023146,1220.251023146,0.75,Fixed (Size <= 4 Grids)
5040.0,1899.819637,4,0.0,0.0,0.75,Fixed (Size <= 4 Grids)
5041.0,1899.819637,4,1925.7501147,1925.7501147,0.75,Fixed (Size <= 4 Grids)
5042.0,1899.819637,2,3010.931521,3010.931521,0.75,Fixed (Size <= 4 Grids)
5043.0,1899.819637,6,5174.7742773,5174.7742773,0.6664,Size Mean (Size 6)
5044.0,3778.367948,6,12685.609145038,662.962399928,0.94773901731102,Calculated
5045.0,13149.68925,12,43614.347088091,4400.22631007,0.899110577049737,Calculated
5046.0,7599.27855,8,22206.784352841,14546.230696817,0.344964562824872,Calculated
5047.0,5741.700606,8,538.49521012,56.568889212,0.894950060559696,Calculated
5048.0,45425.50069,40,37302.752396713,2.058810146,0.999944808090188,Calculated
5049.0,7599.27855,12,4703.766899119,838.77076612,0.821681051780627,Calculated
5050.0,1899.819637,4,3126.2175793,3126.2175793,0.75,Fixed (Size <= 4 Grids)
5051.0,3799.639275,6,47670.00208468,23197.85040498,0.513365861327805,Calculated
5052.0,5678.187586,7,131836.876856737,51870.096308467,0.606558517274096,Calculated
5053.0,5635.496007,9,103095.30241628,68931.92974512,0.331376618240223,Calculated
5054.0,3778.367948,7,25632.91194608,1330.45546008,0.948095812801968,Calculated
5055.0,1899.819637,2,13701.49907634,13701.49907634,0.75,Fixed (Size <= 4 Grids)
5056.0,3799.639275,4,56175.884494442005,27731.437206232,0.50634622924405,Calculated
5057.0,3799.639275,8,2405.705934669,611.13120199,0.745965958190112,Calculated
5058.0,3799.639275,4,1681.384772114,474.812253712,,Masked (Endorheic)
5059.0,3820.760122,3,289.610019996,90.164749815,,Masked (Endorheic)
5060.0,3799.639275,4,839.674792968,3.88791969,,Masked (Endorheic)
5061.0,1899.819637,2,0.0,0.0,,Masked (Endorheic)
5062.0,5699.458912,6,125.688849343,0.0,,Masked (Endorheic)
5063.0,7578.007223,10,17499.110453481,1689.702483358,,Masked (Endorheic)
5064.0,1899.819637,2,686.2980883500001,686.2980883500001,0.75,Fixed (Size <= 4 Grids)
5065.0,3799.639275,4,1733.11873751,819.2723424999999,0.527284354632815,Calculated
5066.0,3799.639275,4,4064.623398037,1439.9286085969998,0.645741199715474,Calculated
5067.0,5699.458912,8,19538.27093627,672.79976117,0.965565030633236,Calculated
5068.0,3799.639275,4,10234.36981432,5472.88141092,0.465244904159872,Calculated
5072.0,1878.548311,6,1602.18118,1602.18118,0.6664,Size Mean (Size 6)
5073.0,1878.548311,4,6824.369945,6824.369945,0.75,Fixed (Size <= 4 Grids)
5074.0,1878.548311,4,0.0,0.0,0.75,Fixed (Size <= 4 Grids)
5075.0,1878.548311,2,4918.340817,4918.340817,0.75,Fixed (Size <= 4 Grids)
5076.0,1878.548311,2,1070.63591866,1070.63591866,0.75,Fixed (Size <= 4 Grids)
5077.0,1878.548311,6,1221.677860168,1221.677860168,0.6664,Size Mean (Size 6)
5078.0,68327.28841,59,20698.75293875,1929.443146862,0.906784570424535,Calculated
5079.0,1878.548311,4,55.890457012,55.890457012,0.75,Fixed (Size <= 4 Grids)
5080.0,1878.548311,4,77.39190309,77.39190309,0.75,Fixed (Size <= 4 Grids)
5081.0,1878.548311,4,166.08742474000002,166.08742474000002,0.75,Fixed (Size <= 4 Grids)
5082.0,7514.193243,10,337.61238485900003,122.455426481,0.637289886352534,Calculated
5083.0,7514.193243,12,8999.944235058001,288.2108956,0.967976368733784,Calculated
5084.0,1878.548311,4,1052.5481355,1052.5481355,0.75,Fixed (Size <= 4 Grids)
5085.0,14856.5824,11,91336.955761548,9548.1616388,0.895462230384301,Calculated
5086.0,1878.548311,4,7339.482906677001,7339.482906677001,0.75,Fixed (Size <= 4 Grids)
5087.0,1878.548311,2,3759.097875,3759.097875,0.75,Fixed (Size <= 4 Grids)
5088.0,1878.548311,2,2824.88508087,2824.88508087,0.75,Fixed (Size <= 4 Grids)
5089.0,15092.05154,11,256506.082582458,68764.447111868,0.731918844108648,Calculated
5090.0,1878.548311,2,1851.95354511,1851.95354511,0.75,Fixed (Size <= 4 Grids)
5091.0,1878.548311,6,3854.29881688,3854.29881688,0.6664,Size Mean (Size 6)
5092.0,1878.548311,4,9255.8809403,9255.8809403,0.75,Fixed (Size <= 4 Grids)
5093.0,1878.548311,2,242.541589707,242.541589707,0.75,Fixed (Size <= 4 Grids)
5094.0,9435.284207,11,173383.84522139,11327.61955984,0.934667387579414,Calculated
5095.0,7556.735896,7,6807.232719334,395.7830692,,Masked (Endorheic)
5096.0,30816.78875,22,25876.386560156,3105.366067022,,Masked (Endorheic)
5097.0,1878.548311,2,0.0,0.0,,Masked (Endorheic)
5098.0,1878.548311,2,0.338419183,0.338419183,,Masked (Endorheic)
5099.0,3757.096622,6,0.0,0.0,,Masked (Endorheic)
5100.0,1878.548311,4,0.0,0.0,,Masked (Endorheic)
5101.0,1878.548311,2,0.0,0.0,,Masked (Endorheic)
5102.0,28155.9093,17,224242.260927731,45861.438767185005,,Masked (Endorheic)
5103.0,3757.096622,4,1765.69013034,556.74189809,0.684688786257873,Calculated
5104.0,3757.096622,4,2038.961980802,407.56199148199994,0.800113000968419,Calculated
5105.0,3757.096622,4,3815.802875664,2212.815503064,0.420091767010123,Calculated
5106.0,13064.00981,12,90959.07163326,10667.97315876,0.882716776158705,Calculated
5107.0,7449.785131,5,39909.759695891,172.800097,0.995670229580014,Calculated
5110.0,1857.128059,1,1313.6592817,1313.6592817,0.75,Fixed (Size <= 4 Grids)
5111.0,1857.128059,1,1720.7394013,1720.7394013,0.75,Fixed (Size <= 4 Grids)
5112.0,1857.128059,1,907.9925044,907.9925044,0.75,Fixed (Size <= 4 Grids)
5113.0,1857.128059,1,288.0328698,288.0328698,0.75,Fixed (Size <= 4 Grids)
5114.0,1857.128059,1,456.7869994,456.7869994,0.75,Fixed (Size <= 4 Grids)
5115.0,1857.128059,2,1054.56499,1054.56499,0.75,Fixed (Size <= 4 Grids)
5116.0,1857.128059,3,4114.24895585,4114.24895585,0.75,Fixed (Size <= 4 Grids)
5117.0,1857.128059,2,1769.4028726299998,1769.4028726299998,0.75,Fixed (Size <= 4 Grids)
5118.0,1857.128059,1,40.55655862,40.55655862,0.75,Fixed (Size <= 4 Grids)
5119.0,1857.128059,1,1324.88188047,1324.88188047,0.75,Fixed (Size <= 4 Grids)
5120.0,1857.128059,1,3240.22063882,3240.22063882,0.75,Fixed (Size <= 4 Grids)
5121.0,1857.128059,1,806.62124323,806.62124323,0.75,Fixed (Size <= 4 Grids)
5122.0,3714.256117,4,77489.32477941,17928.93488311,0.76862703431539,Calculated
5123.0,24034.5336,18,9148.873050054,498.8439101510001,0.94547482433937,Calculated
5124.0,1857.128059,2,168.422836894,168.422836894,0.75,Fixed (Size <= 4 Grids)
5125.0,1857.128059,2,147.10930788,147.10930788,0.75,Fixed (Size <= 4 Grids)
5126.0,9285.640293,6,0.0,0.0,0.6664,Size Mean (Size 6)
5127.0,95937.29221,60,363909.03621975,45559.93757697501,0.87480404979704,Calculated
5128.0,3714.256117,3,3252.98885828,924.25525874,0.715875061672146,Calculated
5129.0,1857.128059,2,1024.854969,1024.854969,0.75,Fixed (Size <= 4 Grids)
5130.0,1857.128059,2,2596.9541673,2596.9541673,0.75,Fixed (Size <= 4 Grids)
5131.0,5549.816568,4,12755.186031599,3213.86746621,0.748034449811383,Calculated
5132.0,3714.256117,3,2280.25457448,1125.55835166,0.506389170640442,Calculated
5133.0,1857.128059,1,0.0,0.0,0.75,Fixed (Size <= 4 Grids)
5134.0,1857.128059,1,6370.6790985,6370.6790985,0.75,Fixed (Size <= 4 Grids)
5135.0,1857.128059,1,14463.60776988,14463.60776988,0.75,Fixed (Size <= 4 Grids)
5136.0,3735.676369,4,53278.50433257,17704.89640637,0.667691564765892,Calculated
5137.0,1857.128059,1,1172.167357404,1172.167357404,0.75,Fixed (Size <= 4 Grids)
5138.0,1857.128059,1,18.744396323,18.744396323,0.75,Fixed (Size <= 4 Grids)
5139.0,1857.128059,3,210.422561068,210.422561068,0.75,Fixed (Size <= 4 Grids)
5140.0,1857.128059,2,1363.389330357,1363.389330357,0.75,Fixed (Size <= 4 Grids)
5141.0,1857.128059,2,2012.507781722,2012.507781722,0.75,Fixed (Size <= 4 Grids)
5142.0,1857.128059,2,4789.632442187,4789.632442187,0.75,Fixed (Size <= 4 Grids)
5143.0,15112.87298,10,859809.891526539,176097.024114079,0.795190744082474,Calculated
5144.0,1857.128059,1,0.0,0.0,,Masked (Endorheic)
5145.0,39787.9011,30,30231.129606907,1925.053717028,,Masked (Endorheic)
5146.0,3714.256117,2,50.732520513,21.720801494,,Masked (Endorheic)
5147.0,1857.128059,1,0.0,0.0,,Masked (Endorheic)
5148.0,16627.8821,10,121024.611074136,23.65510071,,Masked (Endorheic)
5149.0,1857.128059,1,517.7792679700001,517.7792679700001,0.75,Fixed (Size <= 4 Grids)
5150.0,1857.128059,1,798.66671705,798.66671705,0.75,Fixed (Size <= 4 Grids)
5151.0,1857.128059,1,2316.970997178,2316.970997178,0.75,Fixed (Size <= 4 Grids)
5152.0,1857.128059,1,2347.69425832,2347.69425832,0.75,Fixed (Size <= 4 Grids)
5153.0,1857.128059,1,1190.70024354,1190.70024354,0.75,Fixed (Size <= 4 Grids)
5154.0,3714.256117,3,13757.348438092,7613.149053192,0.446612180577447,Calculated
5155.0,1857.128059,1,16537.0736229,16537.0736229,0.75,Fixed (Size <= 4 Grids)
5156.0,1857.128059,1,11448.92047661,11448.92047661,0.75,Fixed (Size <= 4 Grids)
5157.0,1857.128059,1,4904.756709734,4904.756709734,0.75,Fixed (Size <= 4 Grids)
5158.0,1835.560451,1,0.0,0.0,0.75,Fixed (Size <= 4 Grids)
5159.0,1835.560451,1,2617.8548252,2617.8548252,0.75,Fixed (Size <= 4 Grids)
5160.0,1835.560451,2,1212.7119385,1212.7119385,0.75,Fixed (Size <= 4 Grids)
5161.0,1835.560451,1,455.1711878,455.1711878,0.75,Fixed (Size <= 4 Grids)
5162.0,1835.560451,2,1578.482459772,1578.482459772,0.75,Fixed (Size <= 4 Grids)
5163.0,1835.560451,3,5900.17280861,5900.17280861,0.75,Fixed (Size <= 4 Grids)
5164.0,1835.560451,2,2721.74267042,2721.74267042,0.75,Fixed (Size <= 4 Grids)
5165.0,1835.560451,1,237.6257343,237.6257343,0.75,Fixed (Size <= 4 Grids)
5166.0,1835.560451,1,632.5539874,632.5539874,0.75,Fixed (Size <= 4 Grids)
5167.0,1835.560451,1,1666.98292544,1666.98292544,0.75,Fixed (Size <= 4 Grids)
5168.0,1835.560451,1,3028.733906387,3028.733906387,0.75,Fixed (Size <= 4 Grids)
5169.0,3671.120901,3,14164.058315807,3154.285809347,0.777303528479063,Calculated
5170.0,7342.241803,5,2295.739120086,87.70325764500001,0.961797376331804,Calculated
5171.0,18247.03762,13,19412.645343145,5570.380198103,0.713054037734738,Calculated
5172.0,7385.083892,10,4877.982903493,396.251839233,0.918767275926848,Calculated
5173.0,3692.688509,2,889.348352453,524.183028841,0.410598752001734,Calculated
5174.0,3671.120901,2,1060.43369328,658.44053112,0.379083732163022,Calculated
5175.0,20492.37469,15,28738.149025941,3268.8579582,0.886253705649264,Calculated
5176.0,1835.560451,2,964.21573172,964.21573172,0.75,Fixed (Size <= 4 Grids)
5177.0,3692.688509,4,1382.722418073,664.4274982530001,0.519478754688186,Calculated
5178.0,1835.560451,2,1554.5421229,1554.5421229,0.75,Fixed (Size <= 4 Grids)
5179.0,1835.560451,2,3534.49646878,3534.49646878,0.75,Fixed (Size <= 4 Grids)
5180.0,3671.120901,3,14994.445222496,4763.927475875999,0.682287180006585,Calculated
5181.0,5549.816568,5,0.0,0.0,0.7089,Size Mean (Size 5)
