subbasn,data_cov,mask_v1,grid_cells,gen_flux,out_flux,ratio,retention,mask_v2,mask_final,ret_valid,name,river,categry,mouth,ddm30_d,stn30_d,contnnt,sea,seabasn,lon,lat,strahlr,area,ar_sqkm,land_ar,arlndfr,grd_cll,sbbsn_c,t_sbbsn_d,t_sbbsn_c,A_juC1,A_jmT1,A_jmT3,A_jmC1,A_jmC2,A_jdC1,wrld_rg,wrld_r_,mask,to_sea,mask_pnv,ret_final,method,ratio_final
4214.0,0.545454545454542,1,14,0.0,0.0,,,1,1,,Basin189919,Basin189919,individual river,0.0,0.0,0.0,not defined,,not defined,99.25,41.75,2.0,25584.0,25562.81704,25562.81704,1.0,11.0,,,,,,,,,,Asia,Asia,1.0,0.0,1,,Masked (Endorheic),
4215.0,1.0,0,2,11.294841727,0.0,0.0,1.0,1,1,,Basin189923,Basin189923,individual river,0.0,0.0,0.0,not defined,,not defined,101.25,41.75,1.0,4640.0,4636.631868,4636.631868,1.0,2.0,,,,,,,,,,Asia,Asia,0.0,0.0,1,,Masked (Endorheic),
4216.0,1.0,0,6,8293.967192647,0.0,0.0,1.0,1,1,,Basin189950,Basin189950,individual river,0.0,0.0,0.0,not defined,,not defined,114.75,41.75,1.0,4622.0,4619.002398,4619.002379,0.999999996,2.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4217.0,1.0,0,2,69144.41731734999,69144.41731734999,1.0,0.0,1,1,,Basin189980,Basin189980,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,129.75,41.75,1.0,2311.0,2309.501199,1572.03282,0.680680669,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4218.0,1.0,0,4,33130.6316801,33130.6316801,1.0,0.0,1,1,,Basin190001,Basin190001,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,140.25,41.75,1.0,2311.0,2309.501199,2145.078802,0.9288061,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4219.0,0.999999999999886,0,4,9055.092904805,9055.092904805,1.0,0.0,1,1,,Basin190002,Basin190002,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,140.75,41.75,1.0,2311.0,2309.501199,1403.323829,0.6076307,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4220.0,2.8e-14,1,2,0.0,0.0,,,1,1,,Basin190003,Basin190003,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,141.25,41.75,1.0,2311.0,2309.501199,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,1.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4221.0,0.999999999999943,0,6,13203.871062627,13203.871062627,1.0,0.0,1,1,,Basin190192,Basin190192,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,-124.25,42.25,1.0,2293.0,2291.692244,1714.203853,0.748007878,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4222.0,1.0,0,10,9071.204368732,1686.669312613,0.185936645681456,0.814063354318544,0,0,0.814063354318544,Basin190202,Basin190202,individual river,0.0,0.0,0.0,not defined,,not defined,-119.25,42.25,2.0,6861.0,6857.089515,6857.089515,1.0,3.0,,,,,,,,,,North_America,North America,0.0,0.0,0,,Masked (Endorheic),
4223.0,1.0,0,4,386.683828875,38.603812139,0.099833014096587,0.900166985903413,0,0,0.900166985903413,Basin190299,Basin190299,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-70.75,42.25,1.0,4586.0,4583.384488,2962.634609,0.646385791,2.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.900166985903413,Calculated,0.09983301409658696
4224.0,1.0,0,21,315527.61477917,27785.168943999997,0.088059388917341,0.911940611082659,0,0,0.911940611082659,Basin190423,Basin190423,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-8.75,42.25,2.0,18254.0,18243.42484,17443.48672,0.956151977,8.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.911940611082659,Calculated,0.088059388917341
4225.0,0.999999999999981,0,8,99151.13613645,18963.2137367,0.191255637359547,0.808744362640453,0,0,0.808744362640453,Basin190447,Basin190447,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,3.25,42.25,1.0,6879.0,6875.076732,4588.530191,0.667415124,3.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.808744362640453,Calculated,0.19125563735954698
4226.0,1.0,0,2,9051.0876927,9051.0876927,1.0,0.0,1,1,,Basin190458,Basin190458,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,8.75,42.25,1.0,2293.0,2291.692244,1666.669124,0.727265682,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4227.0,0.999999999999972,0,6,30327.5938108,2813.2180077000003,0.09276100257905,0.90723899742095,0,0,0.90723899742095,Basin190460,Basin190460,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,9.75,42.25,1.0,4586.0,4583.384488,2269.792123,0.495221845,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.90723899742095,Calculated,0.09276100257904996
4228.0,0.999999999999943,0,4,63.36403812,63.36403812,1.0,0.0,1,1,,Basin190463,Basin190463,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,11.25,42.25,1.0,2293.0,2291.692244,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4229.0,0.999999999999972,0,8,52892.745817435,6890.975111374,0.13028204538972,0.86971795461028,0,0,0.86971795461028,Basin190464,Basin190464,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,11.75,42.25,1.0,4568.0,4565.397271,3696.733877,0.809728849,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.86971795461028,Calculated,0.13028204538972
4230.0,1.0,0,8,1014161.57404055,298871.0782869,0.294697695058746,0.705302304941254,0,0,0.705302304941254,Basin190469,Basin190469,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,14.25,42.25,1.0,4586.0,4583.384488,4286.525009,0.935231382,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.705302304941254,Calculated,0.294697695058746
4231.0,0.999999999999972,0,7,43116.82820887,1398.67802697,0.0324392606106,0.9675607393894,0,0,0.9675607393894,Basin190470,Basin190470,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,14.75,42.25,1.0,4604.0,4601.193443,2312.24209,0.502530945,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.9675607393894,Calculated,0.032439260610599985
4232.0,0.999999999999943,0,4,465.5685654,465.5685654,1.0,0.0,1,1,,Basin190477,Basin190477,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,18.25,42.25,1.0,2293.0,2291.692244,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4233.0,0.999999999999943,0,4,38576.21551495,38576.21551495,1.0,0.0,1,1,,Basin190478,Basin190478,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,18.75,42.25,1.0,2293.0,2291.692244,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4234.0,0.999999999999972,0,6,16821.123245641,1506.948817821,0.089586693814369,0.910413306185631,0,0,0.910413306185631,Basin190496,Basin190496,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,27.75,42.25,1.0,4586.0,4583.384488,3626.019483,0.791122694,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.910413306185631,Calculated,0.08958669381436901
4235.0,5.7e-14,1,4,0.0,0.0,,,1,1,,Basin190511,Basin190511,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,35.25,42.25,1.0,2293.0,2291.692244,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,1.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4236.0,1.0,0,21,681091.224149907,57864.612866007,0.084958682206234,0.915041317793766,0,0,0.915041317793766,Basin190524,Basin190524,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,41.75,42.25,2.0,18272.0,18261.58908,17696.87364,0.969076325,8.0,,,,,,,,,,Europe,Europe,0.0,1.0,1,0.915041317793766,Calculated,0.08495868220623404
4237.0,0.999999999999943,0,6,17823.549331145,680.240815845,0.038165283648434,0.961834716351566,0,0,0.961834716351566,Basin190537,Basin190537,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,48.25,42.25,1.0,4586.0,4583.384488,2260.55181,0.493205799,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.961834716351566,Calculated,0.03816528364843397
4238.0,0.999999999999972,0,6,0.129017695,0.0,0.0,1.0,1,1,,Basin190545,Basin190545,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,52.25,42.25,1.0,4586.0,4583.384488,2062.931673,0.45008916,2.0,,,,,,,,,,Asia,Asia,0.0,1.0,1,0.6664,Size Mean (Size 6),0.3336
4239.0,1.0,0,21,2544.921791896,0.0,0.0,1.0,1,1,,Basin190566,Basin190566,individual river,0.0,0.0,0.0,not defined,,not defined,62.75,42.25,2.0,27590.0,27571.00674,27571.00619,0.99999998,12.0,,,,,,,,,,Asia,Asia,0.0,0.0,1,,Masked (Endorheic),
4240.0,0.705882352941169,1,27,0.0,0.0,,,1,1,,Basin190627,Basin190627,individual river,0.0,0.0,0.0,not defined,,not defined,93.25,42.25,3.0,39092.0,39065.26535,39065.26535,1.0,17.0,,,,,,,,,,Asia,Asia,1.0,0.0,1,,Masked (Endorheic),
4241.0,0.411764705882369,1,34,0.0,0.0,,,1,1,,Basin190639,Basin190639,individual river,0.0,0.0,0.0,not defined,,not defined,99.25,42.25,2.0,38855.0,38831.96879,38831.96879,1.0,17.0,,,,,,,,,,Asia,Asia,1.0,0.0,1,,Masked (Endorheic),
4242.0,1.0,0,6,29.453483441,0.0,0.0,1.0,1,1,,Basin190641,Basin190641,individual river,0.0,0.0,0.0,not defined,,not defined,100.25,42.25,2.0,6861.0,6857.089515,6857.089515,1.0,3.0,,,,,,,,,,Asia,Asia,0.0,0.0,1,,Masked (Endorheic),
4243.0,0.94117647058823,1,46,0.0,0.0,,,1,1,,Basin190642,Basin190642,individual river,0.0,0.0,0.0,not defined,,not defined,100.75,42.25,3.0,80877.0,80778.77097,80752.81855,0.999678722,34.0,,,,,,,,,,Asia,Asia,1.0,0.0,1,,Masked (Endorheic),
4244.0,0.833333333333342,1,16,0.0,0.0,,,1,1,,Basin190643,Basin190643,individual river,0.0,0.0,0.0,not defined,,not defined,101.25,42.25,2.0,13704.0,13696.19181,13696.19181,1.0,6.0,,,,,,,,,,Asia,Asia,1.0,0.0,1,,Masked (Endorheic),
4245.0,1.0,0,6,2.747162926,0.0,0.0,1.0,1,1,,Basin190646,Basin190646,individual river,0.0,0.0,0.0,not defined,,not defined,102.75,42.25,1.0,6879.0,6875.076732,6875.076732,1.0,3.0,,,,,,,,,,Asia,Asia,0.0,0.0,1,,Masked (Endorheic),
4246.0,1.0,0,14,293.472902808,0.0,0.0,1.0,1,1,,Basin190651,Basin190651,individual river,0.0,0.0,0.0,not defined,,not defined,105.25,42.25,2.0,15924.0,15915.58113,15915.58109,0.999999997,7.0,,,,,,,,,,Asia,Asia,0.0,0.0,1,,Masked (Endorheic),
4247.0,1.0,0,27,200.807430418,0.0,0.0,1.0,1,1,,Basin190653,Basin190653,individual river,0.0,0.0,0.0,not defined,,not defined,106.25,42.25,3.0,29719.0,29701.17424,29701.17424,1.0,13.0,,,,,,,,,,Asia,Asia,0.0,0.0,1,,Masked (Endorheic),
4248.0,1.0,0,2,0.0,0.0,,,1,1,,Basin190658,Basin190658,individual river,0.0,0.0,0.0,not defined,,not defined,108.75,42.25,1.0,2293.0,2291.692244,2291.692145,0.999999957,1.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4249.0,1.0,0,11,58383.319135445,18338.96154857,0.314113034684187,0.685886965315813,0,0,0.685886965315813,Basin190662,Basin190662,individual river,0.0,0.0,0.0,not defined,,not defined,110.75,42.25,2.0,13849.0,13839.01875,13839.01875,1.0,6.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4250.0,0.999999999999943,0,2,23819.3393121,23819.3393121,1.0,0.0,1,1,,Basin190701,Basin190701,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,130.25,42.25,1.0,2293.0,2291.692244,1672.648951,0.729875032,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4251.0,0.999999999999996,0,26,4861900.467377354,249400.568012464,0.051296930014488,0.948703069985512,0,0,0.948703069985512,Basin190702,Basin190702,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,130.75,42.25,3.0,36396.0,36377.15615,34072.24585,0.936638524,16.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.948703069985512,Calculated,0.051296930014487985
4252.0,0.999999999999943,0,2,525.5942966,525.5942966,1.0,0.0,1,1,,Basin190719,Basin190719,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,139.25,42.25,1.0,2293.0,2291.692244,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4253.0,0.999999999999943,0,4,10569.979160955,10569.979160955,1.0,0.0,1,1,,Basin190720,Basin190720,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,139.75,42.25,1.0,2293.0,2291.692244,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4254.0,1.0,0,4,37407.85475447,37407.85475447,1.0,0.0,1,1,,Basin190721,Basin190721,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,140.25,42.25,1.0,2293.0,2291.692244,1924.010934,0.839559037,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4255.0,1.0,0,4,2732.443898,2732.443898,1.0,0.0,1,1,,Basin190722,Basin190722,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,140.75,42.25,1.0,2293.0,2291.692244,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4256.0,0.999999999999943,0,2,2044.5751337,2044.5751337,1.0,0.0,1,1,,Basin190723,Basin190723,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,141.25,42.25,1.0,2293.0,2291.692244,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4257.0,0.999999999999943,0,2,4750.75975439,4750.75975439,1.0,0.0,1,1,,Basin190725,Basin190725,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,142.25,42.25,1.0,2293.0,2291.692244,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4258.0,0.999999999999943,0,2,72803.81425992001,72803.81425992001,1.0,0.0,1,1,,Basin190726,Basin190726,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,142.75,42.25,1.0,2293.0,2291.692244,1564.785145,0.682807715,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4259.0,0.999999999999943,0,2,65030.531027189994,65030.531027189994,1.0,0.0,1,1,,Basin190727,Basin190727,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,143.25,42.25,1.0,2293.0,2291.692244,1670.417713,0.728901412,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4260.0,0.999999999999829,0,6,16.34132444,16.34132444,1.0,0.0,1,1,,Basin190911,Basin190911,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,-124.75,42.75,1.0,2274.0,2273.705026,0.0,0.0,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4261.0,1.0,0,22,608725.76120086,8773.68933607,0.014413205248225,0.985586794751775,0,0,0.985586794751775,Basin190912,Basin190912,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,-124.25,42.75,2.0,13704.0,13696.19181,13523.92942,0.987422607,6.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.985586794751775,Calculated,0.01441320524822498
4262.0,1.0,0,6,11.555182092,11.555182092,1.0,0.0,1,1,,Basin190919,Basin190919,individual river,0.0,0.0,0.0,not defined,,not defined,-120.75,42.75,1.0,2274.0,2273.705026,2273.705026,1.0,1.0,,,,,,,,,,North_America,North America,0.0,0.0,0,,Masked (Endorheic),
4263.0,1.0,0,9,152.424224494,152.424224494,1.0,0.0,1,1,,Basin190920,Basin190920,individual river,0.0,0.0,0.0,not defined,,not defined,-120.25,42.75,1.0,2274.0,2273.705026,2252.7073,0.990764973,1.0,,,,,,,,,,North_America,North America,0.0,0.0,0,,Masked (Endorheic),
4264.0,1.0,0,8,741.28889177,291.481303539,0.393208783748291,0.606791216251709,0,0,0.606791216251709,Basin190921,Basin190921,individual river,0.0,0.0,0.0,not defined,,not defined,-119.75,42.75,1.0,4568.0,4565.397271,4528.867397,0.991998533,2.0,,,,,,,,,,North_America,North America,0.0,0.0,0,,Masked (Endorheic),
4265.0,1.0,0,8,1156.301816272,414.096593959,0.358121545890222,0.641878454109778,0,0,0.641878454109778,Basin190924,Basin190924,individual river,0.0,0.0,0.0,not defined,,not defined,-118.25,42.75,1.0,4568.0,4565.397271,4565.397271,1.0,2.0,,,,,,,,,,North_America,North America,0.0,0.0,0,,Masked (Endorheic),
4266.0,1.0,0,14,6255.733210399,241.251761047,0.03856490565262,0.96143509434738,0,0,0.96143509434738,Basin191019,Basin191019,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-70.75,42.75,2.0,15850.0,15842.74964,14010.7399,0.884362893,7.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.96143509434738,Calculated,0.03856490565262005
4267.0,0.999999999999943,0,6,4950.7581099,4950.7581099,1.0,0.0,1,1,,Basin191142,Basin191142,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-9.25,42.75,1.0,2274.0,2273.705026,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4268.0,1.0,0,6,88693.56304406,61116.83662626,0.68907860422632,0.31092139577368,0,0,0.31092139577368,Basin191143,Basin191143,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-8.75,42.75,1.0,4549.0,4547.410053,4326.339892,0.951385479,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.31092139577368,Calculated,0.68907860422632
4269.0,0.999999999999981,0,12,3734.216595258,4.693381448,0.001256858387368,0.998743141612632,0,0,0.998743141612632,Basin191167,Basin191167,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,3.25,42.75,1.0,6824.0,6821.115079,4535.824745,0.664968219,3.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.998743141612632,Calculated,0.0012568583873679984
4270.0,0.999999999999915,0,3,2179.427552,2179.427552,1.0,0.0,1,1,,Basin191178,Basin191178,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,8.75,42.75,1.0,2274.0,2273.705026,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4271.0,0.999999999999915,0,3,12290.37554685,12290.37554685,1.0,0.0,1,1,,Basin191179,Basin191179,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,9.25,42.75,1.0,2274.0,2273.705026,1249.673985,0.5496201,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4272.0,1.0,0,6,414.0298133,414.0298133,1.0,0.0,1,1,,Basin191181,Basin191181,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,10.25,42.75,1.0,2274.0,2273.705026,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4273.0,1.0,0,6,8762.353635000001,8762.353635000001,1.0,0.0,1,1,,Basin191182,Basin191182,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,10.75,42.75,1.0,2274.0,2273.705026,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4274.0,1.0,0,10,581020.01124503,471670.9391959,0.811798096566738,0.188201903433262,0,0,0.188201903433262,Basin191183,Basin191183,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,11.25,42.75,2.0,6787.0,6784.786592,6609.612965,0.974181409,3.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.188201903433262,Calculated,0.811798096566738
4275.0,1.0,0,9,75234.9670471,61173.66874090001,0.813101555591869,0.186898444408131,0,0,0.186898444408131,Basin191188,Basin191188,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,13.75,42.75,1.0,4549.0,4547.410053,4353.369936,0.957329532,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.186898444408131,Calculated,0.813101555591869
4276.0,0.999999999999801,0,6,2909.5299457200003,2909.5299457200003,1.0,0.0,1,1,,Basin191189,Basin191189,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,14.25,42.75,1.0,2274.0,2273.705026,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4277.0,0.999999999999943,0,3,720.685337797,720.685337797,1.0,0.0,1,1,,Basin191194,Basin191194,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,16.75,42.75,1.0,2274.0,2273.705026,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4278.0,0.999999999999943,0,3,740.9963835,740.9963835,1.0,0.0,1,1,,Basin191195,Basin191195,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,17.25,42.75,1.0,2274.0,2273.705026,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4279.0,0.999999999999943,0,6,23485.071979310003,23485.071979310003,1.0,0.0,1,1,,Basin191196,Basin191196,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,17.75,42.75,1.0,2274.0,2273.705026,883.010023,0.388357334,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4280.0,1.0,0,6,171289.13358398,171289.13358398,1.0,0.0,1,1,,Basin191197,Basin191197,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,18.25,42.75,1.0,2274.0,2273.705026,1917.475675,0.843326488,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4281.0,0.999999999999972,0,9,7021.754072520001,1179.43666493,0.167968950884479,0.832031049115521,0,0,0.832031049115521,Basin191216,Basin191216,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,27.75,42.75,1.0,4549.0,4547.410053,3531.323787,0.776557149,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.832031049115521,Calculated,0.16796895088447905
4282.0,0.999999999999981,0,7,122897.117592886,9997.726087086,0.081350370805318,0.918649629194682,0,0,0.918649629194682,Basin191243,Basin191243,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,41.25,42.75,2.0,6806.0,6802.950836,5404.942711,0.794499746,3.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.918649629194682,Calculated,0.08135037080531804
4283.0,0.999999999999943,0,9,31177.88578201,4384.71437202,0.140635397880315,0.859364602119685,0,0,0.859364602119685,Basin191256,Basin191256,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,47.75,42.75,1.0,4549.0,4547.410053,3298.400548,0.725336073,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.859364602119685,Calculated,0.14063539788031498
4284.0,5.7e-14,1,6,0.0,0.0,,,1,1,,Basin191257,Basin191257,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,48.25,42.75,1.0,2274.0,2273.705026,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,1.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4285.0,0.999999999999943,0,6,0.0,0.0,,,1,1,,Basin191264,Basin191264,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,51.75,42.75,1.0,2274.0,2273.705026,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4286.0,1.0,0,9,0.415744448,0.0,0.0,1.0,1,1,,Basin191265,Basin191265,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,52.25,42.75,1.0,4531.0,4529.245809,2257.947727,0.498526205,2.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.7457,Size Mean (Size 9),0.25429999999999997
4287.0,1.0,0,7,1.179372921,0.0,0.0,1.0,1,1,,Basin191266,Basin191266,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,52.75,42.75,2.0,6806.0,6802.950836,6269.371746,0.921566523,3.0,,,,,,,,,,Asia,Asia,0.0,1.0,1,0.7443,Size Mean (Size 7),0.25570000000000004
4288.0,0.684210526315786,1,40,0.0,0.0,,,1,1,,Basin191339,Basin191339,individual river,0.0,0.0,0.0,not defined,,not defined,89.25,42.75,3.0,43203.0,43180.45978,43180.45978,1.0,19.0,,,,,,,,,,Asia,Asia,1.0,0.0,1,,Masked (Endorheic),
4289.0,0.111111111111126,1,15,0.0,0.0,,,1,1,,Basin191343,Basin191343,individual river,0.0,0.0,0.0,not defined,,not defined,91.25,42.75,3.0,20473.0,20462.81416,20462.81416,1.0,9.0,,,,,,,,,,Asia,Asia,1.0,0.0,1,,Masked (Endorheic),
4290.0,0.900000000000004,1,24,0.0,0.0,,,1,1,,Basin191345,Basin191345,individual river,0.0,0.0,0.0,not defined,,not defined,92.25,42.75,2.0,22693.0,22682.38051,22682.38051,1.0,10.0,,,,,,,,,,Asia,Asia,1.0,0.0,1,,Masked (Endorheic),
4291.0,1.0,0,10,661.26944697,0.0,0.0,1.0,1,1,,Basin191360,Basin191360,individual river,0.0,0.0,0.0,not defined,,not defined,99.75,42.75,2.0,11300.0,11295.86816,11295.86816,1.0,5.0,,,,,,,,,,Asia,Asia,0.0,0.0,1,,Masked (Endorheic),
4292.0,1.0,0,9,75.117067784,0.0,0.0,1.0,1,1,,Basin191367,Basin191367,individual river,0.0,0.0,0.0,not defined,,not defined,103.25,42.75,2.0,6824.0,6821.115079,6821.114975,0.999999985,3.0,,,,,,,,,,Asia,Asia,0.0,0.0,1,,Masked (Endorheic),
4293.0,1.0,0,8,0.0,0.0,,,1,1,,Basin191380,Basin191380,individual river,0.0,0.0,0.0,not defined,,not defined,109.75,42.75,2.0,9136.0,9130.794541,9130.794376,0.999999982,4.0,,,,,,,,,,Asia,Asia,0.0,0.0,1,,Masked (Endorheic),
