subbasn,data_cov,mask_v1,grid_cells,gen_flux,out_flux,ratio,retention,mask_v2,mask_final,ret_valid,name,river,categry,mouth,ddm30_d,stn30_d,contnnt,sea,seabasn,lon,lat,strahlr,area,ar_sqkm,land_ar,arlndfr,grd_cll,sbbsn_c,t_sbbsn_d,t_sbbsn_c,A_juC1,A_jmT1,A_jmT3,A_jmC1,A_jmC2,A_jdC1,wrld_rg,wrld_r_,mask,to_sea,mask_pnv,ret_final,method,ratio_final
4294.0,1.0,0,19,141145.043730174,5780.243977057,0.040952511149503,0.959047488850497,0,0,0.959047488850497,Basin191383,Basin191383,individual river,0.0,0.0,0.0,not defined,,not defined,111.25,42.75,2.0,20728.0,20713.20173,20713.20173,1.0,9.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4295.0,1.0,0,11,84231.478375096,8122.067026798,0.096425554715176,0.903574445284824,0,0,0.903574445284824,Basin191386,Basin191386,individual river,0.0,0.0,0.0,not defined,,not defined,112.75,42.75,2.0,16015.0,16005.33772,16005.3377,0.999999999,7.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4296.0,1.0,0,10,9083.91023224,0.0,0.0,1.0,1,1,,Basin191390,Basin191390,individual river,0.0,0.0,0.0,not defined,,not defined,114.75,42.75,1.0,6861.0,6857.089515,6857.089221,0.999999957,3.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4297.0,1.0,0,8,963.251255334,576.2010638,0.598183558660618,0.401816441339382,0,0,0.401816441339382,Basin191391,Basin191391,individual river,0.0,0.0,0.0,not defined,,not defined,115.25,42.75,1.0,4568.0,4565.397271,4565.39705,0.999999952,2.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4298.0,1.0,0,9,11098.437911388,3788.89971452,0.341390360046277,0.658609639953723,0,0,0.658609639953723,Basin191392,Basin191392,individual river,0.0,0.0,0.0,not defined,,not defined,115.75,42.75,1.0,6824.0,6821.115079,6821.115078,1.0,3.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4299.0,1.0,0,3,16371.673456181,16371.673456181,1.0,0.0,1,1,,Basin191422,Basin191422,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,130.75,42.75,1.0,2274.0,2273.705026,1897.998057,0.834760022,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4300.0,0.999999999999943,0,6,927.384229377,927.384229377,1.0,0.0,1,1,,Basin191423,Basin191423,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,131.25,42.75,1.0,2274.0,2273.705026,1109.964718,0.488174458,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4301.0,0.999999999999943,0,6,787.4418929,787.4418929,1.0,0.0,1,1,,Basin191425,Basin191425,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,132.25,42.75,1.0,2274.0,2273.705026,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4302.0,0.999999999999943,0,6,1256.60752757,1256.60752757,1.0,0.0,1,1,,Basin191426,Basin191426,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,132.75,42.75,1.0,2274.0,2273.705026,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4303.0,0.999999999999972,0,4,21358.05512209,6721.42815819,0.314702257287379,0.685297742712621,0,0,0.685297742712621,Basin191427,Basin191427,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,133.25,42.75,1.0,4531.0,4529.245809,3390.068587,0.748484125,2.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.685297742712621,Calculated,0.314702257287379
4304.0,0.999999999999972,0,4,12544.75601473,1420.18766063,0.113209667765752,0.886790332234248,0,0,0.886790332234248,Basin191428,Basin191428,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,133.75,42.75,1.0,4531.0,4529.245809,2257.947864,0.498526236,2.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.886790332234248,Calculated,0.11320966776575203
4305.0,0.999999999999915,0,6,3210.316655,3210.316655,1.0,0.0,1,1,,Basin191440,Basin191440,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,139.75,42.75,1.0,2274.0,2273.705026,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4306.0,1.0,0,6,18832.9428966,18832.9428966,1.0,0.0,1,1,,Basin191441,Basin191441,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,140.25,42.75,1.0,2274.0,2273.705026,1670.214481,0.734578347,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4307.0,1.0,0,6,59262.5035511,59262.5035511,1.0,0.0,1,1,,Basin191442,Basin191442,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,140.75,42.75,1.0,2274.0,2273.705026,2169.012563,0.953955125,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4308.0,1.0,0,3,20528.772172342,20528.772172342,1.0,0.0,1,1,,Basin191443,Basin191443,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,141.25,42.75,1.0,2274.0,2273.705026,2209.284866,0.971667318,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4309.0,0.999999999999972,0,6,201576.0692877,16427.2548782,0.081494072864146,0.918505927135854,0,0,0.918505927135854,Basin191444,Basin191444,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,141.75,42.75,1.0,4549.0,4547.410053,4213.591741,0.926591553,2.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.918505927135854,Calculated,0.081494072864146
4310.0,0.999999999999989,0,15,952916.80864279,73098.64896905,0.076710420370444,0.923289579629556,0,0,0.923289579629556,Basin191448,Basin191448,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,143.75,42.75,2.0,11337.0,11332.19665,10431.29665,0.92050085,5.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.923289579629556,Calculated,0.07671042037044395
4311.0,0.999999999999972,0,8,34139.648447587,8585.367139577,0.251477901207967,0.748522098792033,0,0,0.748522098792033,Basin191632,Basin191632,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,-124.25,43.25,1.0,4512.0,4511.081566,3949.884965,0.875595998,2.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.748522098792033,Calculated,0.251477901207967
4312.0,1.0,0,2,1252.886129726,1252.886129726,1.0,0.0,1,1,,Basin191637,Basin191637,individual river,0.0,0.0,0.0,not defined,,not defined,-121.75,43.25,1.0,2256.0,2255.540783,2255.5407,0.999999963,1.0,,,,,,,,,,North_America,North America,0.0,0.0,0,,Masked (Endorheic),
4313.0,1.0,0,12,1691.531397787,180.327948563,0.106606326550556,0.893393673449444,0,0,0.893393673449444,Basin191639,Basin191639,individual river,0.0,0.0,0.0,not defined,,not defined,-120.75,43.25,2.0,11245.0,11241.02388,11241.02373,0.999999986,5.0,,,,,,,,,,North_America,North America,0.0,0.0,0,,Masked (Endorheic),
4314.0,1.0,0,4,82.6284321,82.6284321,1.0,0.0,1,1,,Basin191641,Basin191641,individual river,0.0,0.0,0.0,not defined,,not defined,-119.75,43.25,1.0,2256.0,2255.540783,2255.540746,0.999999984,1.0,,,,,,,,,,North_America,North America,0.0,0.0,0,,Masked (Endorheic),
4315.0,1.0,0,16,2811.786231019,151.259035461,0.053794642634047,0.946205357365953,0,0,0.946205357365953,Basin191643,Basin191643,individual river,0.0,0.0,0.0,not defined,,not defined,-118.75,43.25,2.0,13482.0,13477.87438,13357.15337,0.991043023,6.0,,,,,,,,,,North_America,North America,0.0,0.0,0,,Masked (Endorheic),
4316.0,1.0,0,4,752.033346955,266.799555113,0.354770910350289,0.645229089649711,0,0,0.645229089649711,Basin191739,Basin191739,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-70.75,43.25,1.0,4512.0,4511.081566,4005.773336,0.887985127,2.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.645229089649711,Calculated,0.35477091035028896
4317.0,1.0,0,4,143.82711211799997,143.82711211799997,1.0,0.0,1,1,,Basin191740,Basin191740,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-70.25,43.25,1.0,2256.0,2255.540783,0.0,0.0,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4318.0,0.999999999999915,0,4,5949.4381792,5949.4381792,1.0,0.0,1,1,,Basin191862,Basin191862,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-9.25,43.25,1.0,2256.0,2255.540783,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4319.0,0.999999999999957,0,4,49262.7306395,21213.2398406,0.430614372472295,0.569385627527705,0,0,0.569385627527705,Basin191863,Basin191863,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-8.75,43.25,1.0,4512.0,4511.081566,3385.043835,0.75038409,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.569385627527705,Calculated,0.43061437247229495
4320.0,1.0,0,12,33009.54947633,25641.9740442,0.776804726237993,0.223195273762007,0,0,0.223195273762007,Basin191867,Basin191867,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-6.75,43.25,1.0,4531.0,4529.245809,4529.245809,1.0,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.223195273762007,Calculated,0.776804726237993
4321.0,1.0,0,6,93357.0062356,59397.0949177,0.636236071750231,0.363763928249769,0,0,0.363763928249769,Basin191868,Basin191868,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-6.25,43.25,1.0,4512.0,4511.081566,4511.081566,1.0,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.363763928249769,Calculated,0.636236071750231
4322.0,0.999999999999915,0,4,54259.9146517,54259.9146517,1.0,0.0,1,1,,Basin191870,Basin191870,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-5.25,43.25,1.0,2256.0,2255.540783,2212.143865,0.980759861,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4323.0,0.999999999999915,0,2,71927.2069107,71927.2069107,1.0,0.0,1,1,,Basin191871,Basin191871,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-4.75,43.25,1.0,2256.0,2255.540783,1933.766833,0.857340664,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4324.0,0.999999999999915,0,2,15641.154383519,15641.154383519,1.0,0.0,1,1,,Basin191872,Basin191872,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-4.25,43.25,1.0,2256.0,2255.540783,1852.519619,0.821319496,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4325.0,0.999999999999915,0,2,8265.68013923,8265.68013923,1.0,0.0,1,1,,Basin191873,Basin191873,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-3.75,43.25,1.0,2256.0,2255.540783,2141.293711,0.949348257,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4326.0,0.999999999999915,0,4,3415.967282845,3415.967282845,1.0,0.0,1,1,,Basin191874,Basin191874,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-3.25,43.25,1.0,2256.0,2255.540783,1796.034947,0.796276867,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4327.0,0.999999999999915,0,4,263.350582433,263.350582433,1.0,0.0,1,1,,Basin191875,Basin191875,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-2.75,43.25,1.0,2256.0,2255.540783,1882.902662,0.834789899,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4328.0,0.999999999999915,0,4,173.043434311,169.67900016,0.980557285144068,0.019442714855932,0,0,0.019442714855932,Basin191876,Basin191876,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-2.25,43.25,1.0,2256.0,2255.540783,1438.68609,0.637845301,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.019442714855932,Calculated,0.980557285144068
4329.0,1.0,0,4,1332.766320791,1332.766320791,1.0,0.0,1,1,,Basin191877,Basin191877,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-1.75,43.25,1.0,2256.0,2255.540783,1796.547552,0.796504131,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4330.0,1.0,0,10,78134.708064053,52347.626759646,0.669966370345079,0.330033629654921,0,0,0.330033629654921,Basin191887,Basin191887,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,3.25,43.25,2.0,11245.0,11241.02388,10259.69999,0.912701556,5.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.330033629654921,Calculated,0.669966370345079
4331.0,1.0,0,2,87.36632044,87.36632044,1.0,0.0,1,1,,Basin191888,Basin191888,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,3.75,43.25,1.0,2256.0,2255.540783,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4332.0,1.0,0,3,3904.46593729,4.432476478,0.001135232461799,0.998864767538201,0,0,0.998864767538201,Basin191889,Basin191889,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,4.25,43.25,1.0,4494.0,4492.74155,2047.628666,0.455763734,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.998864767538201,Calculated,0.0011352324617990295
4333.0,1.0,0,6,582.790438301,582.790438301,1.0,0.0,1,1,,Basin191891,Basin191891,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,5.25,43.25,1.0,2256.0,2255.540783,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
4334.0,1.0,0,4,125.408516327,125.408516327,1.0,0.0,1,1,,Basin191892,Basin191892,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,5.75,43.25,1.0,2256.0,2255.540783,1621.186879,0.718757511,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4335.0,1.0,0,4,492.095405752,492.095405752,1.0,0.0,1,1,,Basin191893,Basin191893,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,6.25,43.25,1.0,2256.0,2255.540783,1736.450014,0.769859728,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4336.0,0.999999999999943,0,4,1036.82477433,1036.82477433,1.0,0.0,1,1,,Basin191894,Basin191894,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,6.75,43.25,1.0,2256.0,2255.540783,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4337.0,1.0,0,6,34097.50763593,1789.744095,0.052489000489704,0.947510999510296,0,0,0.947510999510296,Basin191901,Basin191901,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,10.25,43.25,1.0,4512.0,4511.081566,2186.721672,0.484744432,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.947510999510296,Calculated,0.05248900048970395
4338.0,0.999999999999943,0,6,141957.57327961,66426.36809451,0.4679311329426,0.5320688670574,0,0,0.5320688670574,Basin191908,Basin191908,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,13.75,43.25,1.0,4512.0,4511.081566,3443.372365,0.763314144,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.5320688670574,Calculated,0.4679311329426
4339.0,1.0,0,2,472.3038725,472.3038725,1.0,0.0,1,1,,Basin191913,Basin191913,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,16.25,43.25,1.0,2256.0,2255.540783,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4340.0,1.0,0,3,328847.00858992,50189.20289592,0.152621740763673,0.847378259236327,0,0,0.847378259236327,Basin191914,Basin191914,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,16.75,43.25,1.0,4494.0,4492.74155,3104.726139,0.691053804,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.847378259236327,Calculated,0.15262174076367296
4341.0,1.0,0,11,1026493.508921039,62971.837609679,0.061346552182166,0.938653447817834,0,0,0.938653447817834,Basin191915,Basin191915,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,17.25,43.25,2.0,11245.0,11241.02388,10631.2475,0.945754373,5.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.938653447817834,Calculated,0.061346552182166
4342.0,1.0,0,8,23787.262684641,4563.607122751,0.191850873438146,0.808149126561854,0,0,0.808149126561854,Basin191936,Basin191936,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,27.75,43.25,1.0,6769.0,6766.622349,6598.311547,0.97512632,3.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.808149126561854,Calculated,0.191850873438146
4343.0,0.999999999999943,0,4,167.6753742,167.6753742,1.0,0.0,1,1,,Basin191937,Basin191937,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,28.25,43.25,1.0,2256.0,2255.540783,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4344.0,8.5e-14,1,2,0.0,0.0,,,1,1,,Basin191938,Basin191938,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,28.75,43.25,1.0,2256.0,2255.540783,0.0,0.0,1.0,,,,,,,,,,Europe,Europe,1.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4345.0,1.0,0,7,74352.2012849,326.7652699,0.004394829799967,0.995605170200033,0,0,0.995605170200033,Basin191960,Basin191960,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,39.75,43.25,1.0,4494.0,4492.74155,2239.576408,0.498487701,2.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.995605170200033,Calculated,0.0043948297999669705
4346.0,1.0,0,4,21564.02794849,21564.02794849,1.0,0.0,1,1,,Basin191961,Basin191961,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,40.25,43.25,1.0,2256.0,2255.540783,1060.143552,0.470017461,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4347.0,1.0,0,2,54891.86840907,54891.86840907,1.0,0.0,1,1,,Basin191962,Basin191962,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,40.75,43.25,1.0,2256.0,2255.540783,1889.226111,0.837593417,1.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4348.0,1.0,0,2,0.0,0.0,,,1,1,,Basin191983,Basin191983,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,51.25,43.25,1.0,2256.0,2255.540783,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4349.0,1.0,0,11,0.6978018,0.0,0.0,1.0,1,1,,Basin191984,Basin191984,individual river,0.0,0.0,0.0,not defined,Mediterranean Sea,not defined,51.75,43.25,2.0,11207.0,11204.16935,10878.51403,0.970934452,5.0,,,,,,,,,,Asia,Asia,0.0,1.0,1,0.8198,Size Mean (Size 11),0.18020000000000003
4350.0,0.857142857142857,1,22,0.0,0.0,,,1,1,,Basin191989,Basin191989,individual river,0.0,0.0,0.0,not defined,,not defined,54.25,43.25,2.0,31754.0,31738.92738,31738.92738,1.0,14.0,,,,,,,,,,Asia,Asia,1.0,0.0,1,,Masked (Endorheic),
4351.0,0.54545454545451,1,17,0.0,0.0,,,1,1,,Basin191996,Basin191996,individual river,0.0,0.0,0.0,not defined,,not defined,57.75,43.25,2.0,24690.0,24682.04373,24682.04373,1.0,11.0,,,,,,,,,,Asia,Asia,1.0,0.0,1,,Masked (Endorheic),
4352.0,1.0,0,8,187.756536697,0.0,0.0,1.0,1,1,,Basin192083,Basin192083,individual river,0.0,0.0,0.0,not defined,,not defined,101.25,43.25,2.0,6769.0,6766.622349,6766.622255,0.999999986,3.0,,,,,,,,,,Asia,Asia,0.0,0.0,1,,Masked (Endorheic),
4353.0,1.0,0,6,0.0,0.0,,,1,1,,Basin192086,Basin192086,individual river,0.0,0.0,0.0,not defined,,not defined,102.75,43.25,1.0,4512.0,4511.081566,4511.081566,1.0,2.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4354.0,1.0,0,4,0.0,0.0,,,1,1,,Basin192087,Basin192087,individual river,0.0,0.0,0.0,not defined,,not defined,103.25,43.25,1.0,2256.0,2255.540783,2255.540783,1.0,1.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4355.0,1.0,0,4,0.0,0.0,,,1,1,,Basin192090,Basin192090,individual river,0.0,0.0,0.0,not defined,,not defined,104.75,43.25,1.0,4512.0,4511.081566,4511.081521,0.99999999,2.0,,,,,,,,,,Asia,Asia,0.0,0.0,1,,Masked (Endorheic),
4356.0,1.0,0,21,285.469499016,0.0,0.0,1.0,1,1,,Basin192096,Basin192096,individual river,0.0,0.0,0.0,not defined,,not defined,107.75,43.25,2.0,27224.0,27210.56543,27210.56347,0.999999928,12.0,,,,,,,,,,Asia,Asia,0.0,0.0,1,,Masked (Endorheic),
4357.0,1.0,0,14,1236.158532706,0.0,0.0,1.0,1,1,,Basin192104,Basin192104,individual river,0.0,0.0,0.0,not defined,,not defined,111.75,43.25,2.0,13594.0,13587.5604,13587.5604,1.0,6.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4358.0,1.0,0,5,60.690615146,0.0,0.0,1.0,1,1,,Basin192107,Basin192107,individual river,0.0,0.0,0.0,not defined,,not defined,113.25,43.25,1.0,6824.0,6820.938054,6820.938031,0.999999997,3.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4359.0,1.0,0,5,631.909316791,0.0,0.0,1.0,1,1,,Basin192108,Basin192108,individual river,0.0,0.0,0.0,not defined,,not defined,113.75,43.25,1.0,6824.0,6820.938054,6820.937955,0.999999986,3.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4360.0,1.0,0,8,0.0,0.0,,,1,1,,Basin192109,Basin192109,individual river,0.0,0.0,0.0,not defined,,not defined,114.25,43.25,1.0,4531.0,4529.245809,4529.245809,1.0,2.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4361.0,1.0,0,13,101931.682690256,19983.746590326,0.196050394371016,0.803949605628984,0,0,0.803949605628984,Basin192110,Basin192110,individual river,0.0,0.0,0.0,not defined,,not defined,114.75,43.25,2.0,13483.0,13478.22465,13416.70161,0.995435375,6.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4362.0,1.0,0,6,65053.85674955,45288.4574857,0.696168678515948,0.303831321484052,0,0,0.303831321484052,Basin192114,Basin192114,individual river,0.0,0.0,0.0,not defined,,not defined,116.75,43.25,2.0,6750.0,6748.282333,6528.863492,0.967485231,3.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
4363.0,1.0,0,18,142997.967006891,7784.029236751,0.05443454476787,0.94556545523213,0,0,0.94556545523213,Basin192144,Basin192144,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,131.75,43.25,2.0,20140.0,20134.4579,19379.06839,0.962482749,9.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.94556545523213,Calculated,0.05443454476787002
4364.0,1.0,0,6,10549.486408926,7463.861693766,0.707509484769872,0.292490515230128,0,0,0.292490515230128,Basin192145,Basin192145,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,132.25,43.25,1.0,4512.0,4511.081566,3825.7814,0.848085175,2.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.292490515230128,Calculated,0.707509484769872
4365.0,1.0,0,2,2427.06523197,2427.06523197,1.0,0.0,1,1,,Basin192149,Basin192149,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,134.25,43.25,1.0,2256.0,2255.540783,1863.739234,0.826293742,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4366.0,1.0,0,2,1187.09676341,1187.09676341,1.0,0.0,1,1,,Basin192150,Basin192150,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,134.75,43.25,1.0,2256.0,2255.540783,778.162903,0.345000591,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4367.0,0.999999999999915,0,4,3849.374082,3849.374082,1.0,0.0,1,1,,Basin192161,Basin192161,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,140.25,43.25,1.0,2256.0,2255.540783,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4368.0,0.999999999999915,0,4,16327.61550846,16327.61550846,1.0,0.0,1,1,,Basin192162,Basin192162,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,140.75,43.25,1.0,2256.0,2255.540783,1280.658079,0.567783163,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
4369.0,1.0,0,11,1319917.2273767,113896.9813259,0.086291002923166,0.913708997076834,0,0,0.913708997076834,Basin192163,Basin192163,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,141.25,43.25,2.0,15739.0,15733.76543,14684.73318,0.933326052,7.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.913708997076834,Calculated,0.08629100292316605
4370.0,1.0,0,6,41432.53641276,19288.08500925,0.465529911495108,0.534470088504892,0,0,0.534470088504892,Basin192169,Basin192169,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,144.25,43.25,1.0,4494.0,4492.74155,4486.378416,0.998583686,2.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.534470088504892,Calculated,0.46552991149510803
