ID,Author,Year,Title,Journal,Volume,Pages,DOI,Keywords,Abstract,Note
RN29350,"Eder, M. L. and Oliva-Teles, L. and Pinto, R. and Carvalho, A. P. and Almeida, C. M. R. and Hornek-Gausterer, R. and Guimaraes, L.",2021,Microplastics as a vehicle of exposure to chemical contamination in freshwater systems: Current research status and way forward,J Hazard Mater,417,125980,10.1016/j.jhazmat.2021.125980,"Ecosystem Environmental Monitoring Fresh Water *Microplastics Plastics/toxicity *Water Pollutants, Chemical/analysis/toxicity Hazard assessment Micro- and nanoparticles Plastic contamination Toxicity Vector","Contamination by microplastics is increasing steadily worldwide, affecting all environments. Additionally, aquatic organisms are often exposed to mixtures of other contaminants, including various chemicals. Numerous studies reported adsorption of chemicals to microplastics, raising concern about their possible role as vehicles of exposure through transfer to biota. Nevertheless, until recently, the studies on the topic were mostly focused on the marine environment. In the past five years, however, plenty of publications contributed empirical data about freshwater ecosystems, raising the need for a critical appraisal of the information. Herein the scientific literature was reviewed and multivariate data analysis was done. The analysed studies employed widely different experimental designs, endpoints, test species, shapes and concentrations of various polymer types and chemicals, often not relevant for the freshwater environment. Our integrated analytical approach revealed unfathomable research gaps, given the theoretical knowledge available and lessons learned from research about the marine environment. Greater harmonization of laboratory studies investigating this topic is needed, as well as testing conditions reflecting real exposure scenarios. Furthermore, standardized testing protocols are urgently required to guide such experiments and improve the comparability of the results obtained.","Eder, Miriam Lena Oliva-Teles, Luis Pinto, Raquel Carvalho, Antonio Paulo Almeida, C Marisa R Hornek-Gausterer, Romana Guimaraes, Laura eng Research Support, Non-U.S. Gov't Netherlands 2021/05/19 J Hazard Mater. 2021 Sep 5;417:125980. doi: 10.1016/j.jhazmat.2021.125980. Epub 2021 May 8."
RN29306,"Edo, C. and Gonzalez-Pleiter, M. and Leganes, F. and Fernandez-Pinas, F. and Rosal, R.",2020,Fate of microplastics in wastewater treatment plants and their environmental dispersion with effluent and sludge,Environ Pollut,259,113837,10.1016/j.envpol.2019.113837,"Environmental Monitoring *Microplastics/analysis/metabolism *Sewage/chemistry *Wastewater/chemistry *Water Pollutants, Chemical/analysis Microplastics Removal efficiency Sewage sludge Wastewater effluent Wastewater treatment plants","This work studied the occurrence of microplastics in primary and secondary effluents and mixed sludge of a WWTP as well as in processed heat-dried sludge marketed as soil amendment. Sampled microparticles were divided into fragments and fibres, the latter defined as those with cylindrical shape and length to diameter ratio >3. We showed the presence of 12 different anthropogenic polymers or groups of polymers with a predominance of polyethylene, polypropylene, polyester and acrylic fibres together with an important amount of manufactured natural fibres. The smaller sampled fraction, in the 25-104 mum range, was the largest in both primary and secondary effluents. Fibres displayed lower sizes than fragments and represented less than one third of the anthropogenic particles sampled in effluents but up to 84% of heat-dried sludge. The plant showed a high efficiency (>90%) in removing microplastics from wastewater. However, the amount of anthropogenic plastics debris in the 25 mum - 50 mm range still released with the effluent amounted to 12.8 +/- 6.3 particles/L, representing 300 million plastic debris per day and an approximate load of microplastics of 350 particles/m(3) in the receiving Henares River. WWTP mixed sludge contained 183 +/- 84 particles/g while heat-dried sludge bore 165 +/- 37 particles/g. The sludge of the WWTP sampled in this work, would disseminate 8 x 10(11) plastic particles per year if improperly managed. The agricultural use of sludge as soil amendment in the area of Madrid could spread up to 10(13) microplastic particles in agricultural soils per year.","Edo, Carlos Gonzalez-Pleiter, Miguel Leganes, Francisco Fernandez-Pinas, Francisca Rosal, Roberto eng England 2019/12/31 Environ Pollut. 2020 Apr;259:113837. doi: 10.1016/j.envpol.2019.113837. Epub 2019 Dec 19."
RN29303,"Egessa, R. and Nankabirwa, A. and Basooma, R. and Nabwire, R.",2020,"Occurrence, distribution and size relationships of plastic debris along shores and sediment of northern Lake Victoria",Environ Pollut,257,113442,10.1016/j.envpol.2019.113442,"Africa Animals *Environmental Monitoring Environmental Pollution/analysis Fishes Lakes Plastics/*analysis Polyethylene Polypropylenes/analysis Seafood Waste Products/analysis Water Pollutants, Chemical/*analysis Lake Victoria Macroplastic Mesoplastic Microplastic Plastic pollution","Plastic pollution has been reported in sediment, surface water and biota of freshwater systems especially in Europe, North and South America, and Asia with limited studies focussing on African great lakes. This study therefore investigated the occurrence, abundance and distribution of micro-, meso- and macro-plastic debris along shores and sediment of northern Lake Victoria. The abundance of micro-, meso- and macro-plastics measured as particles/kg dry sediment were in range of 0-1102, 0-218 and 0-100 respectively in shoreline sediment and 0-108, 0-33 and 0-77 respectively in lake sediment. The mean abundance of micro-, meso- and macro-plastic debris at fish landing beaches (75.2 +/- 50.0, 16.7 +/- 8.1 and 18.1 +/- 4.6 respectively) were higher than what was recorded at recreational beaches (1.5 +/- 0.6, 3.1 +/- 3.1 and 3.8 +/- 3.8 respectively). Similarly, mean abundance of micro-, meso- and macro-plastic debris in lake sediment were higher in areas of fish landing beaches (9.5 +/- 2.6, 2.1 +/- 1.5 and 7.7 +/- 4.5 respectively) than what was recorded in areas of recreational beaches (0.7 +/- 0.7, 0.2 +/- 0.1, and 0 +/- 0 respectively). Films, filaments, fragments, foam and pellets were the plastic types, with the shoreline sediment dominated by films (>54%) while lake sediment was dominated by filaments (>55%), across size groups (micro-, meso- and macro-plastics). Spearman's rank correlation indicated strong and significant correlation between abundance of micro- and meso-plastics for total plastic, film plastic and fragment plastic in shoreline sediment. Significant correlation between macroplastics in shoreline sediment and microplastics in lake sediment for total plastics was observed. The FTIR analysis revealed that polyethylene, polypropylene, Polyethylene Terephthalate, Polyamide (nylon), and polyvinyl chloride were the major polymers. These results demonstrated that fish landing beaches along Lake Victoria are hotspot areas for plastic pollution of the lake and should therefore be targeted for management of plastic pollution of Lake Victoria.","Egessa, Robert Nankabirwa, Angela Basooma, Rose Nabwire, Racheal eng England 2019/11/05 Environ Pollut. 2020 Feb;257:113442. doi: 10.1016/j.envpol.2019.113442. Epub 2019 Oct 23."
RN29463,"Egessa, R. and Nankabirwa, A. and Ocaya, H. and Pabire, W. G.",2020,Microplastic pollution in surface water of Lake Victoria,Sci Total Environ,741,140201,10.1016/j.scitotenv.2020.140201,Lake Victoria Microplastic Plastic Pollution Surface water,"Microplastic pollution of aquatic systems is a widely recognised environmental challenge. In this study, the occurrence, abundance, distribution and chemical nature of microplastics within the size range 0.3-4.9 mm, was assessed in the surface water of northern Lake Victoria. Lake surface transects in the sites were sampled using a floating manta net and analysed for microplastics. The various sites examined were grouped into three: Group A- sites in vicinity of fish landing and recreational beaches, and within urban or semi urban setting; Group B - sites in vicinity of only fish landing beaches within a rural community setting, and Group C - Sites in the vicinity of river inflows. Our results show occurrence of microplastics in all sites (range: 2834-329,167 particles/km(2) or 0.02-2.19 particles/m(3)), with the abundance highest in group A (range: 103,333-329,167 particles/km(2) or 0.69-2.19 particles/m(3)) and lowest in group C (range: 2834-20,840 particles/km(2) or 0.02-0.14 particles/m(3)). All the microplastics were secondary in nature being derived from plastic materials utilised by the community. The largest proportion (36%) of microplastic counts were of the size <1 mm which poses a threat to water quality and fisheries of the lake. Analysis of the chemical composition of microplastics indicated dominance by the low density polymers: Polyethylene and Polypropylene across the microplastic types. The occurrence of microplastics derived from degradation of large plastic debris implies that proper plastic waste management measures be implemented in the communities operating on the lake and in its vicinity, in order to safeguard the ecosystem benefits derived from the lake.","Egessa, Robert Nankabirwa, Angela Ocaya, Henry Pabire, Willy Gandhi eng Netherlands 2020/07/01 Sci Total Environ. 2020 Nov 1;741:140201. doi: 10.1016/j.scitotenv.2020.140201. Epub 2020 Jun 15."
RN29499,"Eo, S. and Hong, S. H. and Song, Y. K. and Han, G. M. and Shim, W. J.",2019,"Spatiotemporal distribution and annual load of microplastics in the Nakdong River, South Korea",Water Res,160,228–237,10.1016/j.watres.2019.05.053,"Environmental Monitoring Oceans and Seas *Plastics Republic of Korea *Water Pollutants, Chemical Annual load Distribution Freshwater Microplastics River Sediment","Although rivers represent an important pathway for the transport of microplastics to the oceans, research on riverine microplastics is limited compared to the marine environment. Hence, we investigated the spatiotemporal distribution of microplastics in the Nakdong River down to 20 mum in size and characterized them using Fourier transform infrared spectroscopy in surface and mid waters and sediment. The mean (+/-standard deviation) abundance of microplastic in the Nakdong River was in the range of 293 +/- 83 (upstream, February 2017) to 4760 +/- 5242 (downstream, August 2017) particles/m(3) in water, and 1970 +/- 62 particles/kg in sediment. The abundance of microplastics was about three times higher in surface than mid waters in the downstream area. Polypropylene and polyester accounted for 41.8% and 23.1% of microplastics in the water, respectively, whereas about 50% in the sediment was composed of polypropylene and polyethylene. Microplastics smaller than 300 mum in size accounted for 74% in the water and 81% in sediment, and the distribution peaked in the 50-150 mum size range. Based on these results, we estimated the annual load of microplastics carried by the Nakdong River in 2017 to be 5.4-11 trillion by number and 53.3-118 tons by weight. The proportions of the total load transported through surface water and the water column were 8% and 92%, respectively. In addition, the microplastic load was concentrated in the wet season, which makes up 71% in number and 81% in weight. These results indicate that it is necessary to reflect seasonal variation and sample both in the surface water and water column to estimate microplastic transport. Without considering these factors, the annual load of microplastics may be overestimated or underestimated.","Eo, Soeun Hong, Sang Hee Song, Young Kyoung Han, Gi Myung Shim, Won Joon eng England 2019/06/04 Water Res. 2019 Sep 1;160:228-237. doi: 10.1016/j.watres.2019.05.053. Epub 2019 May 18."
RN29357,"Eriksen, M. and Mason, S. and Wilson, S. and Box, C. and Zellers, A. and Edwards, W. and Farley, H. and Amato, S.",2013,Microplastic pollution in the surface waters of the Laurentian Great Lakes,Mar Pollut Bull,77,177–82,10.1016/j.marpolbul.2013.10.007,"*Environmental Monitoring Lakes/*chemistry Plastics/*analysis United States Water Pollutants, Chemical/*analysis","Neuston samples were collected at 21 stations during an ~700 nautical mile (~1300 km) expedition in July 2012 in the Laurentian Great Lakes of the United States using a 333 mum mesh manta trawl and analyzed for plastic debris. Although the average abundance was approximately 43,000 microplastic particles/km(2), station 20, downstream from two major cities, contained over 466,000 particles/km(2), greater than all other stations combined. SEM analysis determined nearly 20% of particles less than 1 mm, which were initially identified as microplastic by visual observation, were aluminum silicate from coal ash. Many microplastic particles were multi-colored spheres, which were compared to, and are suspected to be, microbeads from consumer products containing microplastic particles of similar size, shape, texture and composition. The presence of microplastics and coal ash in these surface samples, which were most abundant where lake currents converge, are likely from nearby urban effluent and coal burning power plants.","Eriksen, Marcus Mason, Sherri Wilson, Stiv Box, Carolyn Zellers, Ann Edwards, William Farley, Hannah Amato, Stephen eng Research Support, Non-U.S. Gov't England 2014/01/23 Mar Pollut Bull. 2013 Dec 15;77(1-2):177-82. doi: 10.1016/j.marpolbul.2013.10.007."
RN29294,"Fan, Y. and Zheng, K. and Zhu, Z. and Chen, G. and Peng, X.",2019,"Distribution, sedimentary record, and persistence of microplastics in the Pearl River catchment, China",Environ Pollut,251,862–870,10.1016/j.envpol.2019.05.056,"China Environmental Monitoring/*methods Estuaries Geologic Sediments/*chemistry Nanostructures/analysis Polyethylene/*analysis Polypropylenes/*analysis Rivers/*chemistry Seasons Wastewater/chemistry Water Pollutants, Chemical/*analysis Microplastics River Sedimentary core Spatial and seasonal patterns Vertical distribution","Microplastics (MPs) in the environment have become an issue worldwide. However, data about MPs in freshwater systems are still limited so far. This study investigated sources, fate, and seasonal and spatial distribution of MPs in the main stream Pearl River and its tributaries, as well as in the Pearl River Estuary (PRE), China. MPs were widely detected in the river water, river bed sediment, and estuarine sediment, with abundances of 0.57 +/- 0.71 items L(-1), 685 +/- 342 items kg(-1) dry weight (dw), and 258 +/- 133 items kg(-1) dw, respectively. Sheet, fragmental, and fibrous polyethylene, polypropylene, and ethylene-propylene copolymers were predominant, suggesting that MPs in the Pearl River catchment be mainly derived from fragmentation of discarded plastic wastes. In addition, municipal wastewater was also an important MPs source, especially for polyethylene terephthalate (PET) fibers. Polymers of higher density, such as PET and polyvinyl alcohol were relatively more abundant in the sediment than in the river water, especially in the estuarine sediment. Upward increase of the MP abundance was observed in the sedimentary core, probably indicating increasing release of plastic wastes due to growing production and uses of plastic products. On the other hand, percentage of finer MPs increased with increasing depth. The results revealed persistence and potential downward dispersion of the fine MPs. The MPs abundance was positively related with population density and gross domestic product, demonstrating impacts of human activities and economic development on the MPs contamination. Higher MPs abundance was detected in dry season than in wet season in the river water, suggesting dilution effect of precipitation. It's estimated that 15963 tons of MPs could be released annually into the PRE from the main stream Pearl River and its tributaries.","Fan, Yujuan Zheng, Ke Zhu, Zewen Chen, Guangshi Peng, Xianzhi eng England 2019/06/27 Environ Pollut. 2019 Aug;251:862-870. doi: 10.1016/j.envpol.2019.05.056. Epub 2019 May 15."
RN29552,"Faulstich, L. and Prume, J. A. and Arendt, R. and Reinhardt-Imjela, C. and Chifflard, P. and Schulte, A.",2022,Microplastics in Namibian river sediments - a first evaluation,Microplastics and Nanoplastics,2,,10.1186/s43591-022-00043-1,microplastics fluvial sediments namibia ephemeral rivers ftir spectroscopy fresh-water aquatic environments marine-environment plastic debris great-lakes identification quantification soils,"The African continent is rarely the focus of microplastics research, although the ubiquity of microplastics in the environment is undisputed and still increasing. Due to the high production and use of plastic products and the partial lack of recycling systems in many parts of the African continent, it can be assumed that microplastic particles are already present in limnic and terrestrial ecosystems. Few studies, mainly from South Africa and the Northern African region, show a contamination with microplastics, especially in marine environments. This study aims to explore the presence and composition of microplastics in fluvial sediments of the major catchments in Namibia with a regional focus on the Iishana system in Northern Namibia, as one of the most densely populated areas in the country. In March 2019 and March 2021, at the end of the rainy seasons, sediments from the Iishana system and of the largest river catchments were sampled. Extraction was performed by density separation using the Microplastic Sediment Separator (MPSS) with the separation solution sodium chloride (density of 1.20 g/cm3). The particle size was determined by filtration and fractionation, and the polymer type by measurement with ATR-FTIR spectroscopy (minimum particle size 0.3 mm). Microplastics were found in the sediments of each river system, most of the particles in the Iishana system (average of 13.2 particles/kg dry weight). The perennial, the ephemeral rivers, and the Iishana system are similar concerning polymer type and particle size. Polyethylene and polypropylene were the dominant polymer types. Most of the particles were found in the size fractions 0.3 - 0.5 mm and 0.5 - 1.0 mm. The particles were found mainly as fragments and films, the majority transparent and brown.",4lx8k Times Cited:19 Cited References Count:88
RN29532,"Faure, F. and Demars, C. and Wieser, O. and Kunz, M. and de Alencastro, L. F.",2015,"Plastic pollution in Swiss surface waters: nature and concentrations, interaction with pollutants",Environmental Chemistry,12,582–591,10.1071/En14218,persistent organic pollutants marine-environment microplastic pollution great-lakes debris chemicals accumulation contaminants zooplankton transport,"Marine microplastic (<5 mm) water pollution has met growing public and scientific interest in the last few years. The situation in freshwater environments remains largely unknown, although it appears that they play an important role as part of the origin of marine pollution. Apart from the physical impacts on biota, chemical effects are to be expected as well, especially with smaller particles. This study aims at assessing plastic abundance in Lakes Geneva, Constance, Neuchatel, Maggiore, Zurich and Brienz, and identifying the nature of the particles, potential ingestion by birds and fishes, and the associated pollutants. Lake surface transects and a few rivers were sampled using a floating manta net, and beach sediments were analysed. Plastics were sorted by type (fragments, pellets, cosmetic beads, lines, fibres, films, foams) and composition (polypropylene, polyethylene, polystyrene, etc.); fish and water birds were dissected to assess their potential exposure, and analyses were conducted on the hydrophobic micropollutants adsorbed to the microplastics as well as some potentially toxic additives they contained. Evidence of this pollution is shown for all lakes, microplastics of all types and diverse composition having been found in all samples. Birds and fish are prone to microplastic ingestion, and all the tested chemicals (both adsorbed micropollutants and contained additives) were found above the detection limit, and often the quantification limit. The sources and their respective contribution need to be confirmed and quantified, and the ecotoxicological effects need further investigation. Other questions remain open, including the transport and fate of plastic particles in the environment.",Sp. Iss. SI Cs1qt Times Cited:367 Cited References Count:57
RN29462,"Feng, S. and Lu, H. and Tian, P. and Xue, Y. and Lu, J. and Tang, M. and Feng, W.",2020,Analysis of microplastics in a remote region of the Tibetan Plateau: Implications for natural environmental response to human activities,Sci Total Environ,739,140087,10.1016/j.scitotenv.2020.140087,Human activity Microplastic Remote area Surface water Tibetan Plateau,"Microplastics are one of the most valuable indicators reflecting the effects of human activities on natural environment. This study was conducted in a representative remote region of Tibetan Plateau in China, simultaneously analyzing the abundance, compositions and fate of MPs both in water and soil media. MPs were detected in surface water, sediment and soil with abundances ranging from 66.6 to 733.3 number/m(3), 20 to 160 items/kg, and 20 to 110 items/kg, respectively. Fibers were the most frequently observed shape in the surface water and sediment, while the dominant shape in the soil was film. The major polymers of MPs in water and soil samples were polypropylene (PP) and polyethylene (PE). Small MPs were the main components with the <500mum fraction accounting for 94.74%, 88.37% and 88.34% of total MP particles in surface water, sediment and soil, respectively. Correlation analysis was further conducted to identify the sources of MPs from different human activities. The night light index was innovatively used to represent population rather than local residents, considering the large number of tourists in this region. It was found that tourism was the main source of MPs in water bodies, while facility agriculture and previous secondary industry are major contributors to soil MPs. A simplified equation set for MP abundance prediction was also formulated related to different industrial features. This study provides an evidence of noticeable MPs associated with human activities even at remote regions, and advances a feasible tool for MPs prediction according to local economic development. CAPSULE: The effect of human activities on natural environment in a remote region was illustrated by evaluating the abundance, compositions and fate of MPs across freshwater and terrestrial environment.","Feng, Sansan Lu, Hongwei Tian, Peipei Xue, Yuxuan Lu, Jingzhao Tang, Meng Feng, Wei eng Netherlands 2020/08/08 Sci Total Environ. 2020 Oct 15;739:140087. doi: 10.1016/j.scitotenv.2020.140087. Epub 2020 Jun 9."
RN29611,"Ferraz, Marlon and Bauer, Amanda Leticia and Valiati, Victor Hugo and Schulz, Uwe Horst",2020,"Microplastic Concentrations in Raw and Drinking Water in the Sinos River, Southern Brazil",Water,12,,10.3390/w12113115,,,
RN29266,"Fischer, E. K. and Paglialonga, L. and Czech, E. and Tamminga, M.",2016,Microplastic pollution in lakes and lake shoreline sediments - A case study on Lake Bolsena and Lake Chiusi (central Italy),Environ Pollut,213,648–657,10.1016/j.envpol.2016.03.012,"Environmental Monitoring Geologic Sediments/*analysis Italy Lakes/*analysis Particle Size Particulate Matter/analysis Plastics/*analysis Water Pollutants, Chemical/*analysis *Wind Lake Bolsena Lake Chiusi Lakeshore sediments Microplastics Plastic pollution","Rivers and effluents have been identified as major pathways for microplastics of terrestrial sources. Moreover, lakes of different dimensions and even in remote locations contain microplastics in striking abundances. This study investigates concentrations of microplastic particles at two lakes in central Italy (Lake Bolsena, Lake Chiusi). A total number of six Manta Trawls have been carried out, two of them one day after heavy winds occurred on Lake Bolsena showing effects on particle distribution of fragments and fibers of varying size categories. Additionally, 36 sediment samples from lakeshores were analyzed for microplastic content. In the surface waters 2.68 to 3.36 particles/m(3) (Lake Chiusi) and 0.82 to 4.42 particles/m(3) (Lake Bolsena) were detected, respectively. Main differences between the lakes are attributed to lake characteristics such as surface and catchment area, depth and the presence of local wind patterns and tide range at Lake Bolsena. An event of heavy winds and moderate rainfall prior to one sampling led to an increase of concentrations at Lake Bolsena which is most probable related to lateral land-based and sewage effluent inputs. The abundances of microplastic particles in sediments vary from mean values of 112 (Lake Bolsena) to 234 particles/kg dry weight (Lake Chiusi). Lake Chiusi results reveal elevated fiber concentrations compared to those of Lake Bolsena what might be a result of higher organic content and a shift in grain size distribution towards the silt and clay fraction at the shallow and highly eutrophic Lake Chiusi. The distribution of particles along different beach levels revealed no significant differences.","Fischer, Elke Kerstin Paglialonga, Lisa Czech, Elisa Tamminga, Matthias eng England 2016/04/23 Environ Pollut. 2016 Jun;213:648-657. doi: 10.1016/j.envpol.2016.03.012. Epub 2016 Apr 19."
RN29188,"Forrest, S. A. and Holman, L. and Murphy, M. and Vermaire, J. C.",2019,"Citizen science sampling programs as a technique for monitoring microplastic pollution: results, lessons learned and recommendations for working with volunteers for monitoring plastic pollution in freshwater ecosystems",Environ Monit Assess,191,172,10.1007/s10661-019-7297-3,"Conservation of Water Resources/*methods Ecosystem Environmental Monitoring/*methods Humans Ontario Plastics/*analysis Program Development Program Evaluation Rivers/*chemistry *Volunteers Water Pollutants, Chemical/*analysis Anthropocene Citizen science Microfibers Microplastics Ottawa River Wastewater treatment","A citizen science microplastic monitoring method was developed to engage the public and quantify microplastic contamination at various sites along an approximately 550 km length of the Ottawa River from Lake Temiskaming to Hawkesbury, Ontario, Canada. The volunteers filtered 100 L of river water through a 100-mum mesh at their desired location along the Ottawa River. All but one of the river samples (n = 43) contained microplastics, with the vast majority of microplastics identified as microfibers. Microplastic concentrations ranged from 0.02 to 0.41 microplastic pieces per litre. We noted numerous advantages in working with citizen scientists including actively engaging citizens in the research, ease of recruiting volunteers within the established Ottawa Riverkeeper network, and expanded spatial coverage at minimal additional costs. Despite these important advantages, there are some important considerations with citizen scientist sampling including the rare events where volunteers mislabelled sample sheets (e.g. labelling as control instead of river sample) and the relatively low volume of water (100 L) that the volunteers could easily sample using our methodology. Recommendations for future citizen science projects for freshwater microplastic research include utilising an established and engaged network, running both field and lab control samples (blanks) to obtain estimates of contamination with microplastic fibres, and increasing the amount of water filtered to obtain more reliable estimates of microplastic pollution in our freshwater ecosystems.","Forrest, Shaun A Holman, Larissa Murphy, Meaghan Vermaire, Jesse C eng Netherlands 2019/02/21 Environ Monit Assess. 2019 Feb 19;191(3):172. doi: 10.1007/s10661-019-7297-3."
RN29253,"Fraser, M. A. and Chen, L. and Ashar, M. and Huang, W. and Zeng, J. and Zhang, C. and Zhang, D.",2020,"Occurrence and distribution of microplastics and polychlorinated biphenyls in sediments from the Qiantang River and Hangzhou Bay, China",Ecotoxicol Environ Saf,196,110536,10.1016/j.ecoenv.2020.110536,"Bays China Environmental Monitoring/*methods Geologic Sediments/*chemistry Microplastics/*analysis Polychlorinated Biphenyls/*analysis Rivers/chemistry Water Pollutants, Chemical/*analysis Cluster analysis Hangzhou Bay Microplastics PCBs Qiantang river Salt marsh","Rivers are important routes for sea-bound microplastics. Thus, this study investigated the occurrences and distributions of microplastics and polychlorinated biphenyls (PCBs) in sediment samples from the Qiantang River (QR) and Hangzhou Bay (HZ) and analyzed the correlation between microplastics and PCBs. A total of 15 sampling sites were selected, including eight from the QR (i.e., four in the Tonglu area and four in the Fuyang area), two from the Andong salt marsh (ASM; located in a hydrodynamic turning point of the HZ), and five from HZ. The mean microplastic abundance was highest in the QR, followed by HZ and ASM, with 0.23 +/- 0.06, 0.18 +/- 0.05, and 0.15 +/- 0.03 particles/g sediment, respectively. Cluster analysis demonstrated that fragments and fibers may have originated from domestic sewage inputs to the QR. Spatially, mean PCB concentrations from Tonglu, Fuyang, and HZ were 1.47 +/- 0.10, 1.65 +/- 0.10, and 1.65 +/- 0.09 ng/g sediment, respectively, which were higher than that from the ASM (1.13 +/- 0.09 ng/g sediment). The vertical distributions (0-5 cm, 5-10 cm, and 10-15 cm) of microplastics in the sediments at Tonglu and Fuyang decreased with increasing depth, which was opposite to the depth trend of PCB concentrations. Micro-Fourier transform infrared spectroscopy analysis suggested that polyethylene was typically the dominant polymer, accounting for 60 +/- 0.08% of the total suspected plastic particles. Microbeads and films showed considerable correlations with both highly and lesser chlorinated PCBs. Overall, our findings highlight the need for routine monitoring of microplastics in China in addition to measures for controlling plastic pollution on a national scale. Further study should ascertain specific sources of microplastics and analyze their adsorption capacity to organic pollutants.","Fraser, Maria A Chen, Lei Ashar, Muhammad Huang, Wei Zeng, Jiangning Zhang, Chunfang Zhang, Dongdong eng Netherlands 2020/04/03 Ecotoxicol Environ Saf. 2020 Jun 15;196:110536. doi: 10.1016/j.ecoenv.2020.110536. Epub 2020 Mar 29."
RN29359,"Free, C. M. and Jensen, O. P. and Mason, S. A. and Eriksen, M. and Williamson, N. J. and Boldgiv, B.",2014,"High-levels of microplastic pollution in a large, remote, mountain lake",Mar Pollut Bull,85,156–63,10.1016/j.marpolbul.2014.06.001,"Conservation of Natural Resources Ecosystem Environmental Monitoring/*methods Environmental Pollution/*analysis Geography Lakes Mongolia Plastics/*analysis Refuse Disposal Waste Products/*analysis Water Pollutants, Chemical/*analysis Wind Aquatic pollution Lake Hovsgol Lake Khubsugul Lake Khuvsgul Microplastics Plastic pollution","Despite the large and growing literature on microplastics in the ocean, little information exists on microplastics in freshwater systems. This study is the first to evaluate the abundance, distribution, and composition of pelagic microplastic pollution in a large, remote, mountain lake. We quantified pelagic microplastics and shoreline anthropogenic debris in Lake Hovsgol, Mongolia. With an average microplastic density of 20,264 particles km(-2), Lake Hovsgol is more heavily polluted with microplastics than the more developed Lakes Huron and Superior in the Laurentian Great Lakes. Fragments and films were the most abundant microplastic types; no plastic microbeads and few pellets were observed. Household plastics dominated the shoreline debris and were comprised largely of plastic bottles, fishing gear, and bags. Microplastic density decreased with distance from the southwestern shore, the most populated and accessible section of the park, and was distributed by the prevailing winds. These results demonstrate that without proper waste management, low-density populations can heavily pollute freshwater systems with consumer plastics.","Free, Christopher M Jensen, Olaf P Mason, Sherri A Eriksen, Marcus Williamson, Nicholas J Boldgiv, Bazartseren eng Research Support, Non-U.S. Gov't Research Support, U.S. Gov't, Non-P.H.S. England 2014/06/29 Mar Pollut Bull. 2014 Aug 15;85(1):156-63. doi: 10.1016/j.marpolbul.2014.06.001. Epub 2014 Jun 24."
RN29349,"Gao, G. and Zhao, X. and Jin, P. and Gao, K. and Beardall, J.",2021,Current understanding and challenges for aquatic primary producers in a world with rising micro- and nano-plastic levels,J Hazard Mater,406,124685,10.1016/j.jhazmat.2020.124685,"Chlorophyll Chlorophyll A *Microalgae Microplastics Photosynthesis Plastics *Water Pollutants, Chemical/toxicity Algae Macrophytes Nanoplastics Primary producers","The impacts of micro- and nanoplastics (MNPs) on aquatic animals have been intensively studied; however, the extent and magnitude of potential effects of MNPs on aquatic primary producers are poorly understood. In this study, we quantitatively analyzed the published literature to examine the impacts of MNPs on growth, photosynthesis, pigments, and metabolism of aquatic microalgae. MNPs negatively affected growth of microalgae but usually had a high EC(50) (>25 mg/L). However, positively charged MNPs had a much lower EC(50) (<1 mg/L). MNPs lowered maximum photochemical efficiency of photosystem II (F(v)/F(m)) with the effect increasing with concentration of MNPs but diminishing with exposure time, and also reduced chlorophyll a content to enhanced extent with increased MNPs concentration. MNPs induced relatively higher changes in superoxide dismutase (SOD) and malondialdehyde (MDA) levels in marine algae than in freshwater algae. Reactive oxygen species (ROS) levels increased with MNPs concentration and exposure time while SOD levels first increased and then decreased with increasing MNPs concentration. Macrophytes were found to be able to trap MNPs via multiple mechanisms. Future work should focus on the mechanisms behind MNPs impacts on primary productivity and global carbon cycle, and the combined effects of MNPs with other environmental factors.","Gao, Guang Zhao, Xin Jin, Peng Gao, Kunshan Beardall, John eng Research Support, Non-U.S. Gov't Netherlands 2020/12/16 J Hazard Mater. 2021 Mar 15;406:124685. doi: 10.1016/j.jhazmat.2020.124685. Epub 2020 Nov 27."
